hour,Cargo,Fishing,Military,Not Available,Other,Passenger,Pleasure Craft,Tanker,Tug Tow,day,month,year
0,1014.0,783.0,18.0,93.0,1396.0,828.0,5032.0,541.0,3204.0,1,1,2023
1,1008.0,781.0,20.0,92.0,1376.0,804.0,4975.0,528.0,3195.0,1,1,2023
2,1000.0,762.0,19.0,94.0,1390.0,799.0,4921.0,535.0,3187.0,1,1,2023
3,1001.0,769.0,19.0,92.0,1381.0,791.0,4932.0,533.0,3158.0,1,1,2023
4,1016.0,780.0,19.0,93.0,1374.0,768.0,4913.0,542.0,3173.0,1,1,2023
5,1014.0,790.0,18.0,93.0,1370.0,760.0,4912.0,538.0,3170.0,1,1,2023
6,1005.0,784.0,19.0,93.0,1347.0,739.0,4918.0,523.0,3142.0,1,1,2023
7,1030.0,787.0,19.0,91.0,1335.0,707.0,4950.0,535.0,3142.0,1,1,2023
8,1010.0,792.0,19.0,88.0,1316.0,682.0,4924.0,536.0,3135.0,1,1,2023
9,1014.0,788.0,19.0,89.0,1316.0,668.0,4926.0,528.0,3145.0,1,1,2023
10,995.0,790.0,19.0,89.0,1304.0,670.0,4966.0,532.0,3135.0,1,1,2023
11,987.0,790.0,19.0,89.0,1296.0,685.0,4972.0,522.0,3113.0,1,1,2023
12,1006.0,790.0,20.0,88.0,1291.0,682.0,5022.0,504.0,3105.0,1,1,2023
13,991.0,780.0,19.0,87.0,1306.0,685.0,5036.0,492.0,3118.0,1,1,2023
14,982.0,768.0,20.0,90.0,1299.0,702.0,5139.0,481.0,3128.0,1,1,2023
15,977.0,767.0,20.0,95.0,1302.0,731.0,5256.0,484.0,3116.0,1,1,2023
16,978.0,771.0,21.0,91.0,1287.0,728.0,5308.0,481.0,3090.0,1,1,2023
17,978.0,758.0,20.0,92.0,1255.0,719.0,5364.0,486.0,3073.0,1,1,2023
18,972.0,759.0,21.0,94.0,1265.0,726.0,5455.0,476.0,3062.0,1,1,2023
19,969.0,765.0,20.0,94.0,1224.0,723.0,5512.0,481.0,3059.0,1,1,2023
20,973.0,753.0,20.0,96.0,1233.0,738.0,5475.0,479.0,3061.0,1,1,2023
21,993.0,770.0,19.0,93.0,1257.0,746.0,5368.0,484.0,3060.0,1,1,2023
22,985.0,759.0,18.0,95.0,1269.0,730.0,5209.0,494.0,3064.0,1,1,2023
23,991.0,751.0,19.0,93.0,1274.0,719.0,5104.0,496.0,3056.0,1,1,2023
0,1024.0,770.0,18.0,88.0,1259.0,702.0,4984.0,505.0,3056.0,2,1,2023
1,1010.0,768.0,19.0,85.0,1249.0,690.0,4894.0,494.0,3042.0,2,1,2023
2,1007.0,766.0,18.0,86.0,1242.0,656.0,4834.0,497.0,3047.0,2,1,2023
3,1012.0,783.0,18.0,87.0,1237.0,640.0,4800.0,502.0,3050.0,2,1,2023
4,1014.0,780.0,19.0,87.0,1225.0,626.0,4839.0,496.0,3037.0,2,1,2023
5,1021.0,793.0,19.0,85.0,1217.0,629.0,4820.0,496.0,3036.0,2,1,2023
6,1013.0,809.0,19.0,82.0,1237.0,612.0,4830.0,506.0,3019.0,2,1,2023
7,1031.0,817.0,19.0,88.0,1247.0,620.0,4844.0,500.0,3014.0,2,1,2023
8,1029.0,806.0,19.0,87.0,1256.0,627.0,4857.0,503.0,3008.0,2,1,2023
9,1039.0,818.0,19.0,88.0,1292.0,643.0,4852.0,510.0,3018.0,2,1,2023
10,1033.0,810.0,19.0,87.0,1306.0,675.0,4870.0,506.0,3019.0,2,1,2023
11,1025.0,816.0,19.0,88.0,1328.0,702.0,4910.0,512.0,3032.0,2,1,2023
12,1025.0,833.0,19.0,91.0,1343.0,725.0,4993.0,512.0,3061.0,2,1,2023
13,1023.0,856.0,20.0,92.0,1417.0,747.0,5055.0,514.0,3148.0,2,1,2023
14,1009.0,857.0,20.0,90.0,1364.0,757.0,5147.0,506.0,2683.0,2,1,2023
15,1024.0,848.0,21.0,93.0,1378.0,769.0,5229.0,508.0,2686.0,2,1,2023
16,1025.0,841.0,21.0,89.0,1373.0,786.0,5202.0,501.0,2683.0,2,1,2023
17,1017.0,847.0,21.0,92.0,1353.0,788.0,5245.0,485.0,2677.0,2,1,2023
18,1017.0,829.0,21.0,89.0,1331.0,788.0,5266.0,481.0,2683.0,2,1,2023
19,1012.0,829.0,21.0,89.0,1319.0,812.0,5343.0,492.0,2689.0,2,1,2023
20,1008.0,818.0,21.0,88.0,1322.0,812.0,5304.0,501.0,2676.0,2,1,2023
21,999.0,816.0,21.0,87.0,1315.0,800.0,5207.0,492.0,2679.0,2,1,2023
22,999.0,814.0,21.0,85.0,1310.0,794.0,5067.0,485.0,2654.0,2,1,2023
23,1012.0,804.0,22.0,78.0,1275.0,765.0,4945.0,490.0,2647.0,2,1,2023
0,1018.0,802.0,20.0,84.0,1264.0,733.0,4864.0,499.0,2640.0,3,1,2023
1,1033.0,810.0,20.0,79.0,1259.0,709.0,4807.0,524.0,2642.0,3,1,2023
2,1047.0,807.0,20.0,82.0,1266.0,698.0,4772.0,535.0,2643.0,3,1,2023
3,1043.0,814.0,19.0,83.0,1266.0,679.0,4784.0,548.0,2620.0,3,1,2023
4,1047.0,805.0,20.0,82.0,1251.0,658.0,4796.0,565.0,2614.0,3,1,2023
5,1041.0,793.0,19.0,82.0,1235.0,648.0,4744.0,560.0,2614.0,3,1,2023
6,1024.0,800.0,20.0,80.0,1228.0,632.0,4698.0,534.0,2604.0,3,1,2023
7,1034.0,797.0,19.0,80.0,1232.0,635.0,4702.0,520.0,2594.0,3,1,2023
8,1037.0,820.0,20.0,81.0,1235.0,637.0,4707.0,524.0,2609.0,3,1,2023
9,1035.0,818.0,20.0,84.0,1230.0,650.0,4722.0,522.0,2620.0,3,1,2023
10,1030.0,820.0,20.0,84.0,1221.0,679.0,4716.0,520.0,2633.0,3,1,2023
11,1041.0,821.0,21.0,83.0,1198.0,708.0,4752.0,507.0,2658.0,3,1,2023
12,1039.0,830.0,22.0,87.0,1228.0,720.0,4845.0,498.0,2693.0,3,1,2023
13,1029.0,844.0,22.0,93.0,1305.0,742.0,4922.0,493.0,2744.0,3,1,2023
14,1036.0,850.0,22.0,91.0,1319.0,773.0,4973.0,496.0,2764.0,3,1,2023
15,1043.0,845.0,23.0,92.0,1311.0,799.0,5014.0,501.0,2727.0,3,1,2023
16,1039.0,828.0,25.0,103.0,1410.0,812.0,5084.0,493.0,3354.0,3,1,2023
17,1041.0,820.0,24.0,103.0,1417.0,810.0,5094.0,489.0,3384.0,3,1,2023
18,1033.0,814.0,26.0,97.0,1395.0,807.0,5155.0,485.0,3352.0,3,1,2023
19,1031.0,805.0,27.0,98.0,1403.0,826.0,5132.0,488.0,3348.0,3,1,2023
20,1030.0,797.0,25.0,98.0,1368.0,815.0,5097.0,490.0,3352.0,3,1,2023
21,1021.0,785.0,23.0,95.0,1330.0,792.0,5021.0,487.0,3310.0,3,1,2023
22,1030.0,781.0,21.0,93.0,1303.0,767.0,4912.0,487.0,3287.0,3,1,2023
23,1022.0,787.0,20.0,86.0,1262.0,754.0,4867.0,495.0,3238.0,3,1,2023
0,1022.0,768.0,20.0,88.0,1258.0,724.0,4719.0,502.0,3242.0,4,1,2023
1,841.0,519.0,17.0,82.0,1124.0,572.0,3507.0,488.0,2972.0,4,1,2023
2,843.0,520.0,18.0,80.0,1117.0,548.0,3513.0,478.0,2991.0,4,1,2023
3,899.0,621.0,18.0,83.0,1127.0,589.0,3760.0,485.0,3171.0,4,1,2023
4,1025.0,758.0,19.0,86.0,1204.0,628.0,4739.0,501.0,3244.0,4,1,2023
5,1037.0,764.0,20.0,84.0,1202.0,609.0,4735.0,504.0,3228.0,4,1,2023
6,1020.0,750.0,19.0,83.0,1194.0,581.0,4669.0,496.0,3198.0,4,1,2023
7,1022.0,759.0,20.0,86.0,1208.0,590.0,4720.0,492.0,3188.0,4,1,2023
8,1012.0,766.0,19.0,87.0,1256.0,605.0,4699.0,490.0,3190.0,4,1,2023
9,1020.0,777.0,19.0,86.0,1274.0,632.0,4717.0,501.0,3195.0,4,1,2023
10,1014.0,797.0,19.0,91.0,1311.0,673.0,4725.0,510.0,3213.0,4,1,2023
11,1009.0,794.0,19.0,94.0,1324.0,712.0,4645.0,502.0,3241.0,4,1,2023
12,1004.0,805.0,19.0,97.0,1393.0,741.0,4711.0,507.0,3310.0,4,1,2023
13,1003.0,817.0,21.0,99.0,1450.0,759.0,4882.0,505.0,3378.0,4,1,2023
14,1035.0,828.0,20.0,106.0,1495.0,785.0,4921.0,518.0,3404.0,4,1,2023
15,1015.0,834.0,21.0,107.0,1513.0,801.0,4979.0,506.0,3405.0,4,1,2023
16,1016.0,843.0,24.0,104.0,1523.0,801.0,5045.0,503.0,3407.0,4,1,2023
17,1013.0,851.0,24.0,103.0,1506.0,801.0,5102.0,501.0,3383.0,4,1,2023
18,1015.0,838.0,24.0,101.0,1484.0,811.0,5111.0,511.0,3384.0,4,1,2023
19,1012.0,819.0,25.0,102.0,1476.0,816.0,5096.0,486.0,3375.0,4,1,2023
20,1008.0,836.0,25.0,100.0,1449.0,827.0,5062.0,479.0,3373.0,4,1,2023
21,997.0,835.0,23.0,101.0,1413.0,819.0,5019.0,473.0,3367.0,4,1,2023
22,1004.0,819.0,24.0,95.0,1375.0,782.0,4961.0,469.0,3344.0,4,1,2023
23,1005.0,821.0,22.0,89.0,1361.0,774.0,4869.0,470.0,3327.0,4,1,2023
0,1004.0,821.0,21.0,88.0,1329.0,746.0,4845.0,480.0,3309.0,5,1,2023
1,1004.0,829.0,22.0,87.0,1313.0,718.0,4836.0,479.0,3297.0,5,1,2023
2,995.0,825.0,22.0,88.0,1315.0,695.0,4803.0,486.0,3300.0,5,1,2023
3,996.0,826.0,21.0,87.0,1310.0,679.0,4805.0,484.0,3291.0,5,1,2023
4,993.0,822.0,22.0,88.0,1295.0,653.0,4778.0,492.0,3276.0,5,1,2023
5,1022.0,812.0,22.0,87.0,1298.0,637.0,4798.0,513.0,3264.0,5,1,2023
6,1001.0,787.0,21.0,84.0,1279.0,614.0,4759.0,514.0,3259.0,5,1,2023
7,795.0,555.0,18.0,77.0,1139.0,503.0,3531.0,479.0,3004.0,5,1,2023
8,373.0,357.0,15.0,33.0,437.0,220.0,1364.0,143.0,1336.0,5,1,2023
9,372.0,358.0,15.0,32.0,437.0,231.0,1352.0,143.0,1329.0,5,1,2023
10,387.0,376.0,15.0,36.0,445.0,269.0,1355.0,144.0,1344.0,5,1,2023
11,412.0,384.0,15.0,36.0,461.0,296.0,1361.0,171.0,1379.0,5,1,2023
12,1049.0,836.0,21.0,92.0,1405.0,744.0,4955.0,566.0,3405.0,5,1,2023
13,1072.0,841.0,27.0,100.0,1490.0,780.0,5123.0,568.0,3461.0,5,1,2023
14,1025.0,829.0,24.0,103.0,1474.0,790.0,5080.0,556.0,3448.0,5,1,2023
15,1033.0,852.0,25.0,104.0,1515.0,813.0,5200.0,551.0,3429.0,5,1,2023
16,1036.0,854.0,25.0,99.0,1511.0,812.0,5173.0,541.0,3416.0,5,1,2023
17,1019.0,854.0,23.0,100.0,1474.0,807.0,5144.0,545.0,3339.0,5,1,2023
18,1021.0,854.0,24.0,100.0,1464.0,810.0,5119.0,534.0,3400.0,5,1,2023
19,1008.0,850.0,21.0,99.0,1444.0,824.0,5121.0,524.0,3385.0,5,1,2023
20,1007.0,841.0,22.0,98.0,1417.0,818.0,5117.0,507.0,3368.0,5,1,2023
21,1004.0,837.0,21.0,98.0,1396.0,802.0,5095.0,512.0,3338.0,5,1,2023
22,1008.0,814.0,21.0,92.0,1375.0,791.0,5004.0,517.0,3330.0,5,1,2023
23,1009.0,814.0,20.0,88.0,1371.0,780.0,4992.0,512.0,3299.0,5,1,2023
0,1014.0,811.0,20.0,87.0,1363.0,749.0,4963.0,523.0,3288.0,6,1,2023
1,1012.0,809.0,20.0,89.0,1333.0,723.0,5001.0,528.0,3279.0,6,1,2023
2,1012.0,792.0,20.0,90.0,1321.0,714.0,4963.0,548.0,3283.0,6,1,2023
3,1019.0,799.0,19.0,88.0,1320.0,695.0,4967.0,545.0,3264.0,6,1,2023
4,1009.0,802.0,19.0,88.0,1300.0,684.0,4993.0,540.0,3267.0,6,1,2023
5,1023.0,820.0,20.0,88.0,1309.0,662.0,5048.0,548.0,3258.0,6,1,2023
6,1011.0,818.0,20.0,88.0,1311.0,648.0,5014.0,557.0,3270.0,6,1,2023
7,1021.0,813.0,20.0,85.0,1316.0,640.0,4986.0,550.0,3279.0,6,1,2023
8,1023.0,809.0,21.0,86.0,1325.0,635.0,4965.0,550.0,3278.0,6,1,2023
9,1027.0,821.0,21.0,85.0,1317.0,657.0,4936.0,550.0,3267.0,6,1,2023
10,1017.0,829.0,21.0,88.0,1325.0,694.0,4934.0,545.0,3279.0,6,1,2023
11,1013.0,841.0,21.0,89.0,1340.0,735.0,4965.0,541.0,3297.0,6,1,2023
12,1009.0,844.0,22.0,95.0,1400.0,763.0,5015.0,530.0,3366.0,6,1,2023
13,1007.0,844.0,24.0,98.0,1446.0,798.0,5116.0,529.0,3414.0,6,1,2023
14,1000.0,849.0,27.0,100.0,1457.0,813.0,5103.0,533.0,3424.0,6,1,2023
15,1005.0,859.0,27.0,100.0,1472.0,821.0,5088.0,525.0,3415.0,6,1,2023
16,1005.0,834.0,24.0,98.0,1454.0,825.0,5049.0,521.0,3390.0,6,1,2023
17,987.0,835.0,23.0,99.0,1434.0,821.0,5049.0,514.0,3357.0,6,1,2023
18,976.0,828.0,21.0,102.0,1426.0,823.0,5048.0,513.0,3322.0,6,1,2023
19,978.0,814.0,23.0,100.0,1418.0,834.0,5011.0,511.0,3334.0,6,1,2023
20,973.0,815.0,24.0,91.0,1382.0,834.0,4985.0,495.0,3313.0,6,1,2023
21,983.0,797.0,20.0,89.0,1371.0,823.0,4968.0,493.0,3297.0,6,1,2023
22,971.0,788.0,21.0,89.0,1367.0,819.0,4988.0,494.0,3248.0,6,1,2023
23,975.0,790.0,22.0,89.0,1346.0,815.0,4945.0,496.0,3244.0,6,1,2023
0,978.0,782.0,21.0,86.0,1336.0,796.0,4906.0,503.0,3219.0,7,1,2023
1,977.0,779.0,21.0,84.0,1335.0,760.0,4871.0,501.0,3239.0,7,1,2023
2,982.0,779.0,21.0,83.0,1334.0,742.0,4850.0,510.0,3255.0,7,1,2023
3,984.0,780.0,20.0,81.0,1321.0,729.0,4883.0,514.0,3235.0,7,1,2023
4,979.0,785.0,20.0,81.0,1297.0,705.0,4881.0,513.0,3236.0,7,1,2023
5,989.0,779.0,19.0,82.0,1297.0,678.0,4824.0,531.0,3233.0,7,1,2023
6,1010.0,772.0,19.0,80.0,1303.0,664.0,4765.0,558.0,3236.0,7,1,2023
7,1012.0,783.0,19.0,80.0,1304.0,651.0,4810.0,556.0,3228.0,7,1,2023
8,1003.0,791.0,19.0,81.0,1314.0,648.0,4820.0,566.0,3209.0,7,1,2023
9,1016.0,794.0,19.0,82.0,1321.0,661.0,4837.0,572.0,3218.0,7,1,2023
10,1033.0,810.0,19.0,83.0,1331.0,682.0,4879.0,579.0,3236.0,7,1,2023
11,1025.0,816.0,20.0,86.0,1348.0,715.0,4888.0,577.0,3246.0,7,1,2023
12,1025.0,811.0,20.0,91.0,1367.0,746.0,4930.0,573.0,3266.0,7,1,2023
13,1036.0,812.0,19.0,92.0,1398.0,748.0,4987.0,578.0,3290.0,7,1,2023
14,1032.0,818.0,20.0,95.0,1405.0,758.0,5101.0,573.0,3292.0,7,1,2023
15,1019.0,819.0,20.0,95.0,1421.0,785.0,5185.0,560.0,3282.0,7,1,2023
16,1020.0,816.0,20.0,94.0,1420.0,790.0,5290.0,555.0,3270.0,7,1,2023
17,1017.0,799.0,19.0,93.0,1421.0,808.0,5341.0,546.0,3267.0,7,1,2023
18,1000.0,790.0,19.0,95.0,1417.0,819.0,5359.0,543.0,3255.0,7,1,2023
19,992.0,786.0,19.0,94.0,1400.0,821.0,5321.0,539.0,3252.0,7,1,2023
20,981.0,787.0,19.0,91.0,1390.0,819.0,5277.0,525.0,3250.0,7,1,2023
21,975.0,778.0,19.0,92.0,1393.0,824.0,5204.0,533.0,3230.0,7,1,2023
22,992.0,778.0,19.0,93.0,1395.0,825.0,5183.0,552.0,3239.0,7,1,2023
23,984.0,783.0,19.0,89.0,1363.0,808.0,5094.0,546.0,3215.0,7,1,2023
0,987.0,789.0,19.0,88.0,1340.0,777.0,5022.0,563.0,3212.0,8,1,2023
1,995.0,773.0,18.0,87.0,1334.0,759.0,4955.0,559.0,3200.0,8,1,2023
2,990.0,761.0,18.0,87.0,1341.0,731.0,4908.0,569.0,3179.0,8,1,2023
3,1001.0,760.0,19.0,87.0,1328.0,706.0,4830.0,571.0,3201.0,8,1,2023
4,1006.0,761.0,18.0,84.0,1332.0,693.0,4822.0,563.0,3190.0,8,1,2023
5,1015.0,759.0,18.0,85.0,1327.0,688.0,4840.0,573.0,3180.0,8,1,2023
6,1021.0,767.0,18.0,83.0,1330.0,679.0,4840.0,578.0,3183.0,8,1,2023
7,1037.0,770.0,18.0,82.0,1331.0,671.0,4846.0,574.0,3175.0,8,1,2023
8,1034.0,769.0,19.0,82.0,1335.0,669.0,4850.0,591.0,3168.0,8,1,2023
9,1028.0,762.0,19.0,82.0,1335.0,682.0,4881.0,583.0,3164.0,8,1,2023
10,1030.0,778.0,19.0,83.0,1350.0,692.0,4893.0,583.0,3167.0,8,1,2023
11,1019.0,779.0,19.0,85.0,1350.0,721.0,4961.0,575.0,3184.0,8,1,2023
12,1029.0,787.0,19.0,85.0,1364.0,729.0,5025.0,566.0,3199.0,8,1,2023
13,1015.0,775.0,20.0,91.0,1383.0,739.0,5113.0,559.0,3218.0,8,1,2023
14,1001.0,792.0,20.0,92.0,1391.0,753.0,5198.0,547.0,3215.0,8,1,2023
15,985.0,796.0,20.0,91.0,1376.0,758.0,5210.0,539.0,3215.0,8,1,2023
16,977.0,801.0,20.0,88.0,1383.0,780.0,5209.0,515.0,3212.0,8,1,2023
17,967.0,783.0,20.0,94.0,1368.0,789.0,5272.0,509.0,3192.0,8,1,2023
18,961.0,790.0,20.0,95.0,1353.0,793.0,5279.0,495.0,3188.0,8,1,2023
19,957.0,781.0,19.0,96.0,1329.0,798.0,5256.0,494.0,3197.0,8,1,2023
20,964.0,780.0,19.0,97.0,1308.0,804.0,5177.0,494.0,3209.0,8,1,2023
21,954.0,777.0,18.0,90.0,1287.0,802.0,5162.0,497.0,3219.0,8,1,2023
22,947.0,767.0,19.0,91.0,1287.0,794.0,5097.0,493.0,3195.0,8,1,2023
23,945.0,760.0,18.0,89.0,1286.0,781.0,4981.0,482.0,3212.0,8,1,2023
0,948.0,753.0,19.0,87.0,1268.0,737.0,4872.0,494.0,3195.0,9,1,2023
1,942.0,752.0,19.0,87.0,1252.0,703.0,4834.0,481.0,3191.0,9,1,2023
2,956.0,749.0,19.0,84.0,1249.0,678.0,4760.0,489.0,3176.0,9,1,2023
3,957.0,752.0,19.0,85.0,1265.0,671.0,4788.0,483.0,3189.0,9,1,2023
4,953.0,759.0,19.0,83.0,1257.0,654.0,4793.0,481.0,3199.0,9,1,2023
5,960.0,777.0,19.0,81.0,1257.0,647.0,4789.0,487.0,3201.0,9,1,2023
6,972.0,777.0,18.0,80.0,1259.0,642.0,4818.0,487.0,3202.0,9,1,2023
7,981.0,776.0,19.0,81.0,1258.0,628.0,4864.0,491.0,3195.0,9,1,2023
8,976.0,782.0,20.0,81.0,1265.0,625.0,4811.0,492.0,3197.0,9,1,2023
9,988.0,776.0,21.0,82.0,1262.0,638.0,4825.0,494.0,3205.0,9,1,2023
10,998.0,781.0,21.0,83.0,1270.0,686.0,4826.0,500.0,3225.0,9,1,2023
11,988.0,779.0,20.0,86.0,1285.0,715.0,4840.0,501.0,3246.0,9,1,2023
12,1000.0,802.0,23.0,93.0,1373.0,747.0,4941.0,501.0,3323.0,9,1,2023
13,1002.0,813.0,28.0,99.0,1420.0,772.0,5088.0,504.0,3397.0,9,1,2023
14,1004.0,822.0,28.0,105.0,1450.0,793.0,5106.0,501.0,3408.0,9,1,2023
15,1019.0,845.0,28.0,105.0,1500.0,804.0,5104.0,504.0,3428.0,9,1,2023
16,1013.0,851.0,27.0,111.0,1518.0,814.0,5157.0,506.0,3414.0,9,1,2023
17,1027.0,828.0,26.0,110.0,1502.0,810.0,5143.0,512.0,3359.0,9,1,2023
18,1025.0,832.0,30.0,108.0,1479.0,812.0,5102.0,517.0,3334.0,9,1,2023
19,1019.0,816.0,30.0,105.0,1461.0,821.0,5054.0,523.0,3323.0,9,1,2023
20,1016.0,808.0,29.0,108.0,1439.0,824.0,5034.0,519.0,3311.0,9,1,2023
21,1016.0,801.0,28.0,106.0,1419.0,814.0,4964.0,523.0,3289.0,9,1,2023
22,1023.0,800.0,26.0,100.0,1387.0,794.0,4892.0,515.0,3270.0,9,1,2023
23,1025.0,800.0,25.0,93.0,1379.0,787.0,4890.0,511.0,3277.0,9,1,2023
0,1020.0,809.0,23.0,92.0,1357.0,758.0,4851.0,517.0,3269.0,10,1,2023
1,1017.0,804.0,24.0,91.0,1339.0,730.0,4832.0,516.0,3251.0,10,1,2023
2,1014.0,808.0,24.0,89.0,1332.0,719.0,4840.0,509.0,3252.0,10,1,2023
3,1009.0,806.0,23.0,90.0,1318.0,698.0,4851.0,508.0,3250.0,10,1,2023
4,1016.0,824.0,23.0,87.0,1311.0,679.0,4844.0,508.0,3257.0,10,1,2023
5,1012.0,818.0,23.0,86.0,1307.0,658.0,4858.0,505.0,3251.0,10,1,2023
6,1002.0,817.0,22.0,86.0,1308.0,645.0,4871.0,503.0,3245.0,10,1,2023
7,1005.0,801.0,22.0,85.0,1306.0,643.0,4909.0,494.0,3248.0,10,1,2023
8,999.0,797.0,23.0,86.0,1298.0,638.0,4938.0,489.0,3254.0,10,1,2023
9,993.0,791.0,23.0,85.0,1305.0,656.0,4990.0,488.0,3246.0,10,1,2023
10,989.0,802.0,23.0,92.0,1311.0,698.0,4996.0,483.0,3264.0,10,1,2023
11,983.0,799.0,24.0,92.0,1338.0,736.0,5031.0,478.0,3292.0,10,1,2023
12,967.0,789.0,24.0,95.0,1340.0,733.0,5007.0,463.0,3274.0,10,1,2023
13,982.0,813.0,27.0,100.0,1451.0,778.0,5144.0,478.0,3405.0,10,1,2023
14,973.0,832.0,27.0,104.0,1491.0,793.0,5241.0,469.0,3425.0,10,1,2023
15,988.0,814.0,27.0,102.0,1533.0,808.0,5272.0,474.0,3414.0,10,1,2023
16,991.0,824.0,28.0,103.0,1529.0,809.0,5226.0,474.0,3389.0,10,1,2023
17,993.0,825.0,31.0,96.0,1436.0,803.0,5167.0,470.0,2828.0,10,1,2023
18,990.0,819.0,30.0,99.0,1455.0,815.0,5147.0,463.0,2827.0,10,1,2023
19,990.0,827.0,29.0,100.0,1426.0,814.0,5144.0,464.0,2823.0,10,1,2023
20,986.0,826.0,27.0,96.0,1410.0,821.0,5133.0,472.0,2814.0,10,1,2023
21,988.0,824.0,28.0,94.0,1378.0,811.0,5072.0,478.0,2797.0,10,1,2023
22,994.0,809.0,27.0,93.0,1354.0,785.0,5018.0,475.0,2780.0,10,1,2023
23,995.0,797.0,24.0,90.0,1332.0,763.0,5002.0,479.0,2762.0,10,1,2023
0,995.0,783.0,22.0,85.0,1301.0,748.0,4888.0,497.0,2761.0,11,1,2023
1,997.0,780.0,22.0,84.0,1270.0,726.0,4868.0,494.0,2760.0,11,1,2023
2,989.0,787.0,23.0,86.0,1259.0,695.0,4902.0,502.0,2762.0,11,1,2023
3,1005.0,793.0,23.0,84.0,1262.0,677.0,4937.0,511.0,2768.0,11,1,2023
4,1008.0,793.0,22.0,83.0,1247.0,660.0,4974.0,507.0,2748.0,11,1,2023
5,1009.0,789.0,22.0,83.0,1265.0,644.0,4948.0,502.0,2744.0,11,1,2023
6,1010.0,801.0,22.0,81.0,1259.0,629.0,4956.0,512.0,2735.0,11,1,2023
7,1020.0,802.0,22.0,81.0,1259.0,627.0,4975.0,509.0,2723.0,11,1,2023
8,1028.0,809.0,22.0,79.0,1251.0,619.0,5009.0,505.0,2730.0,11,1,2023
9,1025.0,832.0,22.0,83.0,1236.0,626.0,4969.0,505.0,2722.0,11,1,2023
10,1017.0,832.0,22.0,83.0,1245.0,678.0,4928.0,504.0,2742.0,11,1,2023
11,1022.0,833.0,24.0,84.0,1259.0,716.0,4997.0,508.0,2763.0,11,1,2023
12,1023.0,832.0,24.0,88.0,1323.0,752.0,5154.0,512.0,2810.0,11,1,2023
13,1024.0,828.0,25.0,95.0,1351.0,783.0,5225.0,510.0,2855.0,11,1,2023
14,1028.0,836.0,28.0,94.0,1397.0,796.0,5201.0,509.0,2873.0,11,1,2023
15,1027.0,823.0,28.0,93.0,1415.0,806.0,5142.0,505.0,2890.0,11,1,2023
16,1026.0,826.0,29.0,103.0,1434.0,801.0,5095.0,504.0,2877.0,11,1,2023
17,1025.0,824.0,26.0,101.0,1413.0,790.0,5078.0,507.0,2878.0,11,1,2023
18,1016.0,829.0,31.0,100.0,1419.0,801.0,5081.0,504.0,2865.0,11,1,2023
19,1019.0,808.0,28.0,97.0,1410.0,815.0,5076.0,507.0,2855.0,11,1,2023
20,1023.0,806.0,25.0,98.0,1381.0,812.0,5005.0,502.0,2857.0,11,1,2023
21,1018.0,803.0,21.0,95.0,1342.0,813.0,4965.0,505.0,2824.0,11,1,2023
22,1028.0,791.0,22.0,88.0,1324.0,784.0,4856.0,515.0,2718.0,11,1,2023
23,1027.0,764.0,24.0,86.0,1309.0,758.0,4841.0,514.0,2688.0,11,1,2023
0,1029.0,778.0,21.0,86.0,1293.0,759.0,4872.0,530.0,2762.0,12,1,2023
1,1027.0,763.0,22.0,81.0,1274.0,718.0,4702.0,530.0,2666.0,12,1,2023
2,1029.0,770.0,20.0,80.0,1256.0,683.0,4647.0,523.0,2651.0,12,1,2023
3,1028.0,768.0,21.0,82.0,1279.0,678.0,4804.0,519.0,2735.0,12,1,2023
4,1010.0,759.0,21.0,81.0,1262.0,642.0,4738.0,507.0,2639.0,12,1,2023
5,1004.0,754.0,21.0,82.0,1245.0,628.0,4721.0,506.0,2625.0,12,1,2023
6,991.0,776.0,21.0,81.0,1248.0,619.0,4895.0,498.0,2705.0,12,1,2023
7,994.0,763.0,22.0,81.0,1223.0,606.0,4865.0,497.0,2634.0,12,1,2023
8,982.0,779.0,23.0,80.0,1229.0,613.0,4934.0,504.0,2714.0,12,1,2023
9,982.0,786.0,22.0,75.0,1218.0,617.0,4828.0,498.0,2622.0,12,1,2023
10,973.0,788.0,21.0,79.0,1227.0,666.0,4863.0,507.0,2709.0,12,1,2023
11,988.0,803.0,21.0,79.0,1230.0,701.0,4899.0,499.0,2669.0,12,1,2023
12,978.0,812.0,21.0,88.0,1292.0,734.0,5044.0,491.0,2795.0,12,1,2023
13,977.0,826.0,23.0,89.0,1301.0,762.0,5043.0,488.0,2748.0,12,1,2023
14,983.0,845.0,28.0,96.0,1351.0,784.0,5168.0,494.0,2859.0,12,1,2023
15,975.0,840.0,28.0,95.0,1350.0,789.0,5047.0,491.0,2759.0,12,1,2023
16,983.0,848.0,28.0,93.0,1374.0,797.0,5160.0,495.0,2835.0,12,1,2023
17,997.0,836.0,29.0,94.0,1339.0,799.0,5059.0,496.0,2750.0,12,1,2023
18,1010.0,832.0,29.0,102.0,1377.0,825.0,5140.0,512.0,2837.0,12,1,2023
19,995.0,813.0,29.0,100.0,1347.0,827.0,5060.0,503.0,2729.0,12,1,2023
20,999.0,823.0,27.0,113.0,1389.0,848.0,5109.0,494.0,3287.0,12,1,2023
21,1001.0,812.0,25.0,106.0,1378.0,826.0,5062.0,499.0,3291.0,12,1,2023
