hour,Cargo,Fishing,Military,Not Available,Other,Passenger,Pleasure Craft,Tanker,Tug Tow,day,month,year
2,898.0,690.0,24.0,85.0,1283.0,713.0,4785.0,462.0,2694.0,8,2,2023
3,895.0,674.0,24.0,87.0,1267.0,698.0,4776.0,476.0,2701.0,8,2,2023
4,895.0,675.0,24.0,84.0,1267.0,663.0,4779.0,476.0,2682.0,8,2,2023
5,896.0,664.0,23.0,85.0,1240.0,655.0,4769.0,474.0,2678.0,8,2,2023
6,890.0,669.0,23.0,85.0,1231.0,632.0,4761.0,478.0,2692.0,8,2,2023
7,894.0,671.0,23.0,81.0,1250.0,639.0,4753.0,482.0,2701.0,8,2,2023
8,896.0,672.0,23.0,83.0,1253.0,634.0,4751.0,481.0,2687.0,8,2,2023
9,887.0,658.0,23.0,85.0,1250.0,646.0,4744.0,470.0,2687.0,8,2,2023
10,892.0,679.0,24.0,84.0,1255.0,702.0,4756.0,464.0,2704.0,8,2,2023
11,891.0,687.0,24.0,85.0,1295.0,738.0,4821.0,470.0,2729.0,8,2,2023
12,892.0,700.0,27.0,92.0,1385.0,753.0,4859.0,468.0,2778.0,8,2,2023
13,880.0,708.0,27.0,98.0,1426.0,769.0,4925.0,467.0,2850.0,8,2,2023
14,881.0,722.0,30.0,97.0,1435.0,786.0,4963.0,456.0,2858.0,8,2,2023
15,875.0,720.0,32.0,100.0,1462.0,788.0,4991.0,451.0,2866.0,8,2,2023
16,879.0,722.0,31.0,98.0,1457.0,812.0,5023.0,459.0,2860.0,8,2,2023
17,882.0,721.0,29.0,105.0,1460.0,805.0,5059.0,462.0,2835.0,8,2,2023
18,878.0,722.0,30.0,109.0,1454.0,826.0,5065.0,471.0,2825.0,8,2,2023
19,880.0,729.0,33.0,107.0,1437.0,834.0,5083.0,466.0,2825.0,8,2,2023
20,882.0,707.0,31.0,95.0,1400.0,831.0,5040.0,460.0,2816.0,8,2,2023
21,883.0,708.0,28.0,95.0,1385.0,828.0,5027.0,471.0,2809.0,8,2,2023
22,889.0,709.0,27.0,102.0,1332.0,791.0,5042.0,472.0,2798.0,8,2,2023
23,891.0,701.0,26.0,97.0,1281.0,779.0,4981.0,471.0,2766.0,8,2,2023
0,887.0,713.0,28.0,93.0,1268.0,763.0,4882.0,469.0,2749.0,9,2,2023
1,888.0,717.0,28.0,91.0,1247.0,720.0,4821.0,472.0,2749.0,9,2,2023
2,905.0,710.0,27.0,89.0,1259.0,706.0,4791.0,471.0,2740.0,9,2,2023
3,920.0,715.0,26.0,90.0,1249.0,674.0,4792.0,483.0,2733.0,9,2,2023
4,917.0,727.0,26.0,90.0,1229.0,645.0,4773.0,487.0,2703.0,9,2,2023
5,915.0,737.0,25.0,89.0,1236.0,630.0,4764.0,498.0,2702.0,9,2,2023
6,919.0,735.0,25.0,87.0,1238.0,625.0,4783.0,498.0,2714.0,9,2,2023
7,920.0,736.0,25.0,86.0,1233.0,625.0,4751.0,499.0,2677.0,9,2,2023
8,938.0,745.0,25.0,85.0,1232.0,621.0,4753.0,509.0,2684.0,9,2,2023
9,942.0,757.0,25.0,87.0,1240.0,636.0,4757.0,498.0,2687.0,9,2,2023
10,956.0,753.0,26.0,87.0,1252.0,696.0,4785.0,501.0,2700.0,9,2,2023
11,938.0,761.0,26.0,87.0,1269.0,728.0,4813.0,493.0,2717.0,9,2,2023
12,930.0,778.0,28.0,100.0,1356.0,759.0,4888.0,492.0,2763.0,9,2,2023
13,931.0,775.0,26.0,97.0,1386.0,787.0,4945.0,490.0,2803.0,9,2,2023
14,920.0,792.0,31.0,106.0,1403.0,806.0,4990.0,484.0,2810.0,9,2,2023
15,913.0,774.0,36.0,104.0,1421.0,834.0,5037.0,475.0,2829.0,9,2,2023
16,902.0,771.0,34.0,104.0,1438.0,836.0,5053.0,475.0,2819.0,9,2,2023
17,889.0,803.0,35.0,103.0,1423.0,831.0,5028.0,466.0,2797.0,9,2,2023
18,889.0,788.0,34.0,103.0,1421.0,835.0,5059.0,470.0,2789.0,9,2,2023
19,887.0,798.0,34.0,105.0,1391.0,836.0,5048.0,472.0,2773.0,9,2,2023
20,882.0,793.0,33.0,106.0,1346.0,840.0,5026.0,481.0,2753.0,9,2,2023
21,881.0,760.0,33.0,99.0,1321.0,841.0,5000.0,481.0,2756.0,9,2,2023
22,886.0,732.0,31.0,96.0,1309.0,815.0,4939.0,481.0,2742.0,9,2,2023
23,875.0,728.0,30.0,89.0,1285.0,792.0,4862.0,482.0,2709.0,9,2,2023
0,870.0,708.0,24.0,86.0,1263.0,768.0,4781.0,470.0,2692.0,10,2,2023
1,868.0,703.0,24.0,86.0,1266.0,736.0,4749.0,476.0,2687.0,10,2,2023
2,870.0,707.0,22.0,86.0,1245.0,712.0,4677.0,472.0,2685.0,10,2,2023
3,876.0,684.0,23.0,87.0,1246.0,686.0,4670.0,472.0,2683.0,10,2,2023
4,864.0,674.0,25.0,86.0,1246.0,667.0,4695.0,471.0,2672.0,10,2,2023
5,877.0,675.0,25.0,85.0,1241.0,654.0,4682.0,471.0,2671.0,10,2,2023
6,864.0,666.0,24.0,82.0,1236.0,649.0,4715.0,467.0,2664.0,10,2,2023
7,867.0,686.0,23.0,82.0,1223.0,632.0,4720.0,458.0,2671.0,10,2,2023
8,855.0,677.0,25.0,83.0,1213.0,637.0,4696.0,465.0,2678.0,10,2,2023
9,858.0,681.0,25.0,82.0,1210.0,643.0,4714.0,471.0,2691.0,10,2,2023
10,851.0,683.0,25.0,85.0,1209.0,689.0,4730.0,472.0,2698.0,10,2,2023
11,853.0,698.0,23.0,86.0,1220.0,719.0,4744.0,465.0,2738.0,10,2,2023
12,856.0,702.0,25.0,94.0,1293.0,752.0,4799.0,474.0,2764.0,10,2,2023
13,854.0,696.0,27.0,92.0,1297.0,770.0,4875.0,458.0,2794.0,10,2,2023
14,862.0,726.0,31.0,95.0,1324.0,783.0,4934.0,467.0,2817.0,10,2,2023
15,874.0,720.0,33.0,95.0,1341.0,801.0,4958.0,474.0,2808.0,10,2,2023
16,880.0,733.0,29.0,94.0,1342.0,817.0,5007.0,475.0,2814.0,10,2,2023
17,894.0,716.0,28.0,97.0,1311.0,825.0,5046.0,474.0,2813.0,10,2,2023
18,886.0,718.0,28.0,95.0,1306.0,826.0,5113.0,477.0,2799.0,10,2,2023
19,887.0,718.0,26.0,91.0,1305.0,843.0,5135.0,475.0,2799.0,10,2,2023
20,884.0,729.0,27.0,94.0,1293.0,848.0,5130.0,484.0,2785.0,10,2,2023
21,887.0,703.0,25.0,90.0,1292.0,846.0,5114.0,475.0,2776.0,10,2,2023
22,887.0,688.0,25.0,90.0,1297.0,852.0,5095.0,466.0,2745.0,10,2,2023
23,876.0,701.0,22.0,92.0,1267.0,815.0,4972.0,458.0,2736.0,10,2,2023
0,867.0,698.0,22.0,89.0,1233.0,798.0,4911.0,454.0,2743.0,11,2,2023
1,864.0,700.0,21.0,90.0,1211.0,772.0,4895.0,440.0,2737.0,11,2,2023
2,866.0,690.0,22.0,87.0,1188.0,756.0,4887.0,442.0,2725.0,11,2,2023
3,865.0,700.0,22.0,86.0,1183.0,733.0,4845.0,439.0,2732.0,11,2,2023
4,850.0,699.0,22.0,84.0,1162.0,708.0,4899.0,441.0,2724.0,11,2,2023
5,849.0,710.0,21.0,82.0,1171.0,687.0,4879.0,439.0,2725.0,11,2,2023
6,843.0,681.0,21.0,82.0,1155.0,660.0,4885.0,429.0,2724.0,11,2,2023
7,836.0,653.0,22.0,81.0,1160.0,645.0,4829.0,435.0,2726.0,11,2,2023
8,832.0,647.0,22.0,81.0,1152.0,646.0,4844.0,436.0,2736.0,11,2,2023
9,839.0,645.0,22.0,82.0,1159.0,653.0,4805.0,436.0,2740.0,11,2,2023
10,833.0,646.0,21.0,80.0,1150.0,676.0,4801.0,436.0,2741.0,11,2,2023
11,834.0,652.0,22.0,82.0,1164.0,710.0,4861.0,438.0,2746.0,11,2,2023
12,823.0,646.0,25.0,83.0,1179.0,722.0,4907.0,437.0,2773.0,11,2,2023
13,827.0,659.0,25.0,83.0,1203.0,736.0,4911.0,438.0,2788.0,11,2,2023
14,827.0,658.0,26.0,87.0,1222.0,746.0,4938.0,443.0,2779.0,11,2,2023
15,826.0,649.0,24.0,85.0,1221.0,765.0,4989.0,441.0,2744.0,11,2,2023
16,813.0,652.0,26.0,84.0,1211.0,793.0,5025.0,439.0,2719.0,11,2,2023
17,808.0,663.0,24.0,86.0,1210.0,798.0,5109.0,444.0,2713.0,11,2,2023
18,810.0,667.0,24.0,88.0,1193.0,808.0,5181.0,432.0,2665.0,11,2,2023
19,803.0,679.0,23.0,89.0,1191.0,821.0,5199.0,433.0,2636.0,11,2,2023
20,813.0,687.0,23.0,88.0,1191.0,812.0,5223.0,424.0,2645.0,11,2,2023
21,817.0,687.0,23.0,87.0,1186.0,813.0,5171.0,422.0,2647.0,11,2,2023
22,811.0,689.0,23.0,82.0,1185.0,799.0,5121.0,422.0,2641.0,11,2,2023
23,808.0,696.0,23.0,83.0,1161.0,779.0,5024.0,415.0,2648.0,11,2,2023
0,802.0,701.0,22.0,81.0,1151.0,778.0,4956.0,426.0,2649.0,12,2,2023
1,798.0,697.0,23.0,80.0,1145.0,764.0,4909.0,425.0,2689.0,12,2,2023
2,807.0,686.0,21.0,83.0,1146.0,750.0,4835.0,431.0,2674.0,12,2,2023
3,815.0,678.0,23.0,83.0,1132.0,730.0,4788.0,435.0,2673.0,12,2,2023
4,807.0,690.0,23.0,80.0,1139.0,705.0,4786.0,431.0,2669.0,12,2,2023
5,812.0,694.0,22.0,82.0,1139.0,689.0,4791.0,430.0,2667.0,12,2,2023
6,823.0,688.0,22.0,81.0,1134.0,663.0,4773.0,438.0,2697.0,12,2,2023
7,814.0,696.0,22.0,82.0,1142.0,648.0,4782.0,431.0,2706.0,12,2,2023
8,813.0,709.0,21.0,82.0,1149.0,647.0,4812.0,434.0,2711.0,12,2,2023
9,810.0,692.0,21.0,82.0,1164.0,653.0,4802.0,431.0,2714.0,12,2,2023
10,807.0,707.0,21.0,84.0,1163.0,664.0,4791.0,435.0,2719.0,12,2,2023
11,806.0,713.0,21.0,85.0,1198.0,693.0,4796.0,434.0,2726.0,12,2,2023
12,809.0,721.0,21.0,88.0,1225.0,712.0,4847.0,432.0,2743.0,12,2,2023
13,810.0,731.0,23.0,88.0,1271.0,721.0,4891.0,437.0,2768.0,12,2,2023
14,815.0,729.0,23.0,87.0,1285.0,727.0,4873.0,441.0,2752.0,12,2,2023
15,812.0,726.0,23.0,85.0,1277.0,745.0,4915.0,438.0,2712.0,12,2,2023
16,821.0,716.0,24.0,88.0,1264.0,751.0,4925.0,439.0,2653.0,12,2,2023
17,822.0,716.0,24.0,90.0,1253.0,767.0,4965.0,443.0,2645.0,12,2,2023
18,819.0,719.0,25.0,90.0,1239.0,773.0,5045.0,443.0,2623.0,12,2,2023
19,827.0,723.0,27.0,91.0,1241.0,786.0,5066.0,451.0,2593.0,12,2,2023
20,831.0,728.0,25.0,86.0,1218.0,779.0,5077.0,455.0,2588.0,12,2,2023
21,844.0,727.0,24.0,85.0,1226.0,776.0,5018.0,459.0,2591.0,12,2,2023
22,843.0,737.0,25.0,87.0,1221.0,790.0,4943.0,460.0,2603.0,12,2,2023
23,855.0,744.0,24.0,84.0,1235.0,760.0,4847.0,471.0,2607.0,12,2,2023
0,851.0,742.0,24.0,83.0,1238.0,747.0,4794.0,482.0,2638.0,13,2,2023
1,853.0,750.0,24.0,83.0,1235.0,723.0,4782.0,484.0,2659.0,13,2,2023
2,861.0,741.0,24.0,86.0,1255.0,714.0,4764.0,482.0,2679.0,13,2,2023
3,863.0,745.0,24.0,85.0,1255.0,702.0,4777.0,486.0,2688.0,13,2,2023
4,866.0,740.0,24.0,83.0,1254.0,678.0,4770.0,494.0,2679.0,13,2,2023
5,866.0,727.0,24.0,82.0,1236.0,674.0,4758.0,488.0,2666.0,13,2,2023
6,869.0,721.0,24.0,83.0,1245.0,662.0,4750.0,481.0,2673.0,13,2,2023
7,475.0,564.0,18.0,33.0,452.0,333.0,2504.0,139.0,788.0,13,2,2023
8,471.0,554.0,18.0,32.0,452.0,324.0,2500.0,139.0,764.0,13,2,2023
9,469.0,542.0,18.0,31.0,447.0,342.0,2513.0,137.0,774.0,13,2,2023
10,462.0,539.0,18.0,33.0,462.0,376.0,2502.0,135.0,790.0,13,2,2023
11,462.0,544.0,17.0,36.0,466.0,393.0,2515.0,136.0,803.0,13,2,2023
12,472.0,558.0,17.0,36.0,512.0,408.0,2516.0,135.0,833.0,13,2,2023
13,867.0,716.0,28.0,93.0,1338.0,752.0,4861.0,480.0,2789.0,13,2,2023
14,882.0,739.0,31.0,96.0,1400.0,782.0,5019.0,504.0,2821.0,13,2,2023
15,881.0,735.0,31.0,97.0,1411.0,791.0,5039.0,502.0,2791.0,13,2,2023
16,883.0,727.0,33.0,96.0,1423.0,804.0,5057.0,519.0,2785.0,13,2,2023
17,874.0,735.0,34.0,101.0,1394.0,799.0,5048.0,493.0,2757.0,13,2,2023
18,887.0,742.0,33.0,99.0,1393.0,797.0,5042.0,506.0,2744.0,13,2,2023
19,900.0,735.0,37.0,99.0,1390.0,795.0,5045.0,512.0,2728.0,13,2,2023
20,922.0,732.0,31.0,99.0,1357.0,799.0,4994.0,522.0,2712.0,13,2,2023
21,936.0,728.0,29.0,94.0,1320.0,791.0,4949.0,542.0,2693.0,13,2,2023
22,946.0,723.0,28.0,94.0,1297.0,783.0,4944.0,544.0,2673.0,13,2,2023
23,953.0,729.0,28.0,90.0,1290.0,787.0,4922.0,574.0,2683.0,13,2,2023
0,981.0,724.0,24.0,91.0,1306.0,772.0,4928.0,579.0,2704.0,14,2,2023
1,985.0,728.0,22.0,88.0,1290.0,739.0,4934.0,583.0,2704.0,14,2,2023
2,974.0,715.0,22.0,87.0,1291.0,715.0,4905.0,574.0,2699.0,14,2,2023
3,953.0,712.0,23.0,86.0,1296.0,698.0,4933.0,562.0,2709.0,14,2,2023
4,956.0,717.0,23.0,87.0,1287.0,672.0,4890.0,577.0,2726.0,14,2,2023
5,940.0,715.0,23.0,85.0,1273.0,649.0,4836.0,561.0,2701.0,14,2,2023
6,207.0,265.0,1.0,11.0,150.0,137.0,1274.0,38.0,344.0,14,2,2023
7,965.0,728.0,23.0,86.0,1289.0,633.0,4957.0,574.0,2748.0,14,2,2023
8,960.0,742.0,23.0,86.0,1291.0,639.0,5011.0,565.0,2767.0,14,2,2023
9,945.0,743.0,23.0,87.0,1297.0,638.0,5015.0,568.0,2777.0,14,2,2023
10,957.0,743.0,23.0,88.0,1311.0,696.0,5008.0,569.0,2806.0,14,2,2023
11,955.0,745.0,24.0,90.0,1333.0,726.0,5034.0,565.0,2837.0,14,2,2023
12,948.0,754.0,26.0,94.0,1396.0,739.0,5033.0,564.0,2868.0,14,2,2023
13,944.0,743.0,32.0,94.0,1438.0,770.0,5113.0,554.0,2883.0,14,2,2023
14,938.0,748.0,32.0,102.0,1472.0,781.0,5100.0,540.0,2889.0,14,2,2023
15,938.0,739.0,32.0,100.0,1480.0,782.0,5065.0,539.0,2906.0,14,2,2023
16,930.0,732.0,32.0,103.0,1468.0,788.0,5041.0,520.0,2868.0,14,2,2023
17,922.0,744.0,34.0,101.0,1463.0,800.0,5066.0,508.0,2831.0,14,2,2023
18,920.0,728.0,32.0,106.0,1449.0,802.0,5085.0,504.0,2776.0,14,2,2023
19,923.0,704.0,29.0,105.0,1417.0,818.0,5106.0,509.0,2760.0,14,2,2023
20,908.0,677.0,27.0,108.0,1340.0,817.0,5020.0,502.0,2769.0,14,2,2023
21,908.0,664.0,26.0,103.0,1301.0,813.0,4925.0,502.0,2758.0,14,2,2023
22,940.0,708.0,23.0,106.0,1311.0,813.0,4975.0,519.0,2761.0,14,2,2023
23,962.0,715.0,23.0,106.0,1291.0,804.0,4945.0,535.0,2755.0,14,2,2023
0,952.0,719.0,22.0,104.0,1255.0,785.0,4868.0,536.0,2740.0,15,2,2023
1,955.0,730.0,23.0,105.0,1261.0,753.0,4820.0,542.0,2738.0,15,2,2023
2,979.0,740.0,22.0,102.0,1251.0,719.0,4819.0,548.0,2734.0,15,2,2023
3,975.0,747.0,23.0,102.0,1263.0,687.0,4817.0,555.0,2725.0,15,2,2023
4,978.0,748.0,23.0,102.0,1269.0,671.0,4809.0,564.0,2719.0,15,2,2023
5,992.0,741.0,22.0,103.0,1242.0,652.0,4812.0,571.0,2730.0,15,2,2023
6,995.0,730.0,22.0,103.0,1252.0,650.0,4817.0,576.0,2732.0,15,2,2023
7,971.0,735.0,23.0,101.0,1241.0,637.0,4833.0,543.0,2712.0,15,2,2023
8,946.0,733.0,23.0,98.0,1234.0,637.0,4780.0,520.0,2733.0,15,2,2023
9,932.0,737.0,23.0,101.0,1238.0,639.0,4764.0,511.0,2747.0,15,2,2023
10,923.0,739.0,23.0,101.0,1261.0,676.0,4770.0,512.0,2764.0,15,2,2023
11,901.0,746.0,23.0,101.0,1288.0,721.0,4813.0,497.0,2849.0,15,2,2023
12,911.0,766.0,27.0,110.0,1392.0,745.0,4862.0,496.0,2895.0,15,2,2023
13,911.0,775.0,27.0,108.0,1406.0,769.0,4923.0,501.0,2938.0,15,2,2023
14,891.0,766.0,34.0,114.0,1420.0,768.0,4958.0,487.0,2981.0,15,2,2023
15,886.0,768.0,34.0,111.0,1437.0,777.0,4971.0,481.0,2924.0,15,2,2023
16,879.0,755.0,31.0,115.0,1434.0,792.0,5007.0,485.0,2904.0,15,2,2023
17,877.0,760.0,37.0,110.0,1426.0,794.0,5060.0,487.0,2893.0,15,2,2023
18,877.0,767.0,33.0,109.0,1419.0,795.0,5111.0,478.0,2834.0,15,2,2023
19,878.0,780.0,31.0,113.0,1411.0,796.0,5112.0,477.0,2815.0,15,2,2023
20,880.0,776.0,30.0,113.0,1399.0,806.0,5022.0,480.0,2807.0,15,2,2023
21,892.0,768.0,31.0,109.0,1392.0,806.0,5007.0,478.0,2778.0,15,2,2023
22,913.0,755.0,30.0,107.0,1378.0,796.0,4965.0,498.0,2767.0,15,2,2023
23,921.0,741.0,29.0,100.0,1362.0,782.0,4923.0,513.0,2741.0,15,2,2023
0,929.0,729.0,27.0,101.0,1326.0,751.0,4863.0,520.0,2727.0,16,2,2023
1,936.0,744.0,25.0,102.0,1331.0,712.0,4779.0,539.0,2731.0,16,2,2023
2,926.0,730.0,24.0,101.0,1295.0,698.0,4724.0,527.0,2716.0,16,2,2023
3,929.0,749.0,25.0,95.0,1292.0,681.0,4721.0,514.0,2700.0,16,2,2023
4,927.0,745.0,24.0,96.0,1294.0,663.0,4717.0,512.0,2716.0,16,2,2023
5,937.0,749.0,24.0,98.0,1271.0,636.0,4699.0,506.0,2679.0,16,2,2023
6,892.0,706.0,21.0,90.0,1186.0,599.0,4385.0,469.0,2630.0,16,2,2023
7,912.0,772.0,25.0,92.0,1250.0,618.0,4728.0,502.0,2691.0,16,2,2023
8,892.0,778.0,25.0,93.0,1235.0,598.0,4730.0,495.0,2682.0,16,2,2023
9,895.0,789.0,26.0,94.0,1233.0,617.0,4734.0,496.0,2679.0,16,2,2023
10,897.0,787.0,26.0,93.0,1244.0,661.0,4733.0,507.0,2708.0,16,2,2023
11,891.0,808.0,26.0,94.0,1258.0,706.0,4799.0,495.0,2715.0,16,2,2023
12,884.0,806.0,31.0,98.0,1358.0,747.0,4912.0,482.0,2763.0,16,2,2023
13,865.0,783.0,33.0,104.0,1354.0,759.0,4845.0,455.0,2762.0,16,2,2023
14,872.0,793.0,32.0,106.0,1398.0,786.0,4968.0,461.0,2790.0,16,2,2023
15,871.0,779.0,36.0,103.0,1419.0,804.0,4956.0,455.0,2814.0,16,2,2023
16,852.0,775.0,34.0,109.0,1429.0,801.0,4986.0,455.0,2812.0,16,2,2023
17,854.0,789.0,34.0,106.0,1397.0,817.0,5035.0,454.0,2798.0,16,2,2023
18,862.0,797.0,34.0,106.0,1392.0,833.0,5078.0,455.0,2789.0,16,2,2023
19,861.0,795.0,32.0,107.0,1368.0,835.0,5082.0,453.0,2810.0,16,2,2023
20,869.0,786.0,28.0,104.0,1332.0,824.0,5083.0,455.0,2816.0,16,2,2023
21,861.0,782.0,26.0,103.0,1308.0,805.0,5054.0,455.0,2767.0,16,2,2023
22,860.0,787.0,27.0,104.0,1290.0,789.0,5031.0,467.0,2741.0,16,2,2023
23,860.0,770.0,25.0,97.0,1283.0,762.0,4941.0,459.0,2695.0,16,2,2023
0,860.0,733.0,24.0,99.0,1273.0,740.0,4876.0,456.0,2685.0,17,2,2023
1,861.0,721.0,22.0,98.0,1242.0,714.0,4843.0,453.0,2661.0,17,2,2023
2,856.0,709.0,23.0,98.0,1197.0,676.0,4772.0,450.0,2653.0,17,2,2023
3,862.0,687.0,23.0,98.0,1209.0,658.0,4786.0,449.0,2642.0,17,2,2023
4,856.0,693.0,23.0,93.0,1181.0,638.0,4757.0,449.0,2647.0,17,2,2023
5,861.0,687.0,23.0,93.0,1187.0,625.0,4729.0,449.0,2657.0,17,2,2023
6,866.0,684.0,23.0,93.0,1172.0,621.0,4732.0,453.0,2639.0,17,2,2023
7,869.0,693.0,21.0,93.0,1177.0,614.0,4753.0,458.0,2632.0,17,2,2023
8,868.0,701.0,21.0,93.0,1158.0,616.0,4765.0,453.0,2625.0,17,2,2023
9,855.0,696.0,22.0,95.0,1173.0,633.0,4775.0,452.0,2634.0,17,2,2023
10,849.0,705.0,23.0,91.0,1180.0,686.0,4816.0,454.0,2641.0,17,2,2023
11,845.0,698.0,24.0,95.0,1218.0,711.0,4807.0,453.0,2658.0,17,2,2023
12,847.0,706.0,25.0,98.0,1279.0,749.0,4870.0,447.0,2704.0,17,2,2023
13,847.0,720.0,23.0,97.0,1314.0,768.0,4938.0,443.0,2740.0,17,2,2023
14,855.0,723.0,25.0,101.0,1338.0,785.0,4993.0,453.0,2752.0,17,2,2023
15,860.0,722.0,28.0,101.0,1350.0,784.0,5080.0,447.0,2755.0,17,2,2023
16,864.0,735.0,30.0,103.0,1343.0,799.0,5103.0,453.0,2741.0,17,2,2023
17,865.0,727.0,31.0,105.0,1362.0,811.0,5155.0,462.0,2744.0,17,2,2023
18,862.0,736.0,30.0,102.0,1335.0,812.0,5188.0,454.0,2734.0,17,2,2023
19,876.0,733.0,30.0,103.0,1331.0,836.0,5181.0,463.0,2710.0,17,2,2023
20,872.0,735.0,32.0,101.0,1317.0,823.0,5171.0,477.0,2701.0,17,2,2023
21,870.0,727.0,29.0,104.0,1310.0,814.0,5181.0,479.0,2703.0,17,2,2023
22,862.0,721.0,27.0,100.0,1274.0,800.0,5121.0,475.0,2667.0,17,2,2023
23,863.0,727.0,26.0,96.0,1235.0,787.0,5060.0,469.0,2674.0,17,2,2023
0,855.0,723.0,27.0,95.0,1218.0,764.0,5018.0,456.0,2659.0,18,2,2023
1,859.0,723.0,24.0,95.0,1207.0,734.0,4978.0,446.0,2698.0,18,2,2023
2,866.0,720.0,23.0,95.0,1204.0,716.0,4898.0,456.0,2685.0,18,2,2023
3,873.0,702.0,23.0,92.0,1210.0,687.0,4831.0,464.0,2705.0,18,2,2023
4,879.0,696.0,22.0,90.0,1191.0,650.0,4803.0,469.0,2698.0,18,2,2023
5,868.0,677.0,22.0,90.0,1187.0,636.0,4807.0,460.0,2689.0,18,2,2023
6,864.0,674.0,22.0,90.0,1175.0,621.0,4837.0,451.0,2692.0,18,2,2023
7,850.0,663.0,23.0,87.0,1176.0,608.0,4849.0,449.0,2672.0,18,2,2023
8,844.0,672.0,22.0,89.0,1173.0,605.0,4847.0,444.0,2686.0,18,2,2023
9,835.0,664.0,22.0,89.0,1182.0,616.0,4884.0,440.0,2686.0,18,2,2023
10,837.0,683.0,22.0,90.0,1193.0,624.0,4850.0,439.0,2704.0,18,2,2023
11,845.0,696.0,22.0,91.0,1212.0,660.0,4907.0,441.0,2722.0,18,2,2023
12,836.0,701.0,22.0,93.0,1220.0,688.0,5007.0,434.0,2737.0,18,2,2023
13,835.0,713.0,21.0,94.0,1254.0,693.0,5040.0,432.0,2738.0,18,2,2023
14,837.0,728.0,21.0,95.0,1252.0,706.0,5012.0,435.0,2748.0,18,2,2023
15,849.0,727.0,21.0,93.0,1256.0,723.0,5049.0,443.0,2730.0,18,2,2023
16,850.0,716.0,23.0,92.0,1244.0,759.0,5112.0,443.0,2715.0,18,2,2023
17,850.0,723.0,25.0,94.0,1273.0,801.0,5158.0,442.0,2701.0,18,2,2023
18,851.0,707.0,25.0,91.0,1279.0,811.0,5258.0,453.0,2688.0,18,2,2023
19,854.0,695.0,23.0,92.0,1278.0,813.0,5294.0,455.0,2668.0,18,2,2023
20,869.0,684.0,25.0,90.0,1269.0,800.0,5328.0,458.0,2667.0,18,2,2023
21,875.0,714.0,25.0,93.0,1273.0,802.0,5318.0,465.0,2676.0,18,2,2023
22,872.0,709.0,24.0,92.0,1253.0,794.0,5264.0,468.0,2664.0,18,2,2023
23,876.0,705.0,25.0,92.0,1254.0,767.0,5162.0,475.0,2670.0,18,2,2023
0,876.0,693.0,26.0,88.0,1244.0,752.0,5087.0,472.0,2677.0,19,2,2023
1,881.0,699.0,26.0,89.0,1242.0,727.0,4998.0,466.0,2680.0,19,2,2023
2,880.0,695.0,25.0,89.0,1254.0,711.0,4873.0,470.0,2693.0,19,2,2023
3,892.0,693.0,25.0,90.0,1252.0,695.0,4830.0,473.0,2689.0,19,2,2023
4,888.0,702.0,24.0,86.0,1248.0,668.0,4791.0,465.0,2670.0,19,2,2023
5,887.0,697.0,25.0,84.0,1256.0,658.0,4802.0,472.0,2662.0,19,2,2023
6,883.0,707.0,24.0,83.0,1253.0,660.0,4781.0,475.0,2671.0,19,2,2023
7,871.0,702.0,23.0,84.0,1246.0,644.0,4780.0,473.0,2680.0,19,2,2023
8,878.0,710.0,24.0,85.0,1255.0,630.0,4797.0,472.0,2676.0,19,2,2023
9,881.0,711.0,24.0,85.0,1254.0,636.0,4802.0,467.0,2683.0,19,2,2023
10,883.0,702.0,25.0,90.0,1241.0,666.0,4833.0,476.0,2692.0,19,2,2023
11,876.0,720.0,25.0,89.0,1249.0,688.0,4881.0,474.0,2701.0,19,2,2023
12,889.0,718.0,26.0,94.0,1272.0,706.0,4958.0,471.0,2728.0,19,2,2023
13,878.0,706.0,28.0,93.0,1310.0,722.0,5045.0,475.0,2729.0,19,2,2023
14,882.0,712.0,27.0,96.0,1312.0,734.0,5098.0,479.0,2720.0,19,2,2023
15,881.0,732.0,26.0,90.0,1309.0,745.0,5176.0,480.0,2709.0,19,2,2023
16,884.0,739.0,27.0,91.0,1300.0,771.0,5270.0,475.0,2662.0,19,2,2023
17,877.0,726.0,27.0,93.0,1283.0,777.0,5309.0,479.0,2633.0,19,2,2023
18,866.0,736.0,27.0,97.0,1271.0,791.0,5351.0,472.0,2642.0,19,2,2023
19,874.0,749.0,30.0,92.0,1264.0,796.0,5453.0,481.0,2642.0,19,2,2023
20,876.0,746.0,24.0,95.0,1276.0,801.0,5395.0,482.0,2630.0,19,2,2023
21,878.0,734.0,26.0,93.0,1271.0,798.0,5366.0,492.0,2634.0,19,2,2023
22,887.0,723.0,23.0,93.0,1285.0,784.0,5307.0,498.0,2626.0,19,2,2023
23,885.0,718.0,24.0,89.0,1274.0,768.0,5186.0,505.0,2644.0,19,2,2023
0,880.0,710.0,23.0,86.0,1271.0,762.0,5101.0,504.0,2645.0,20,2,2023
1,891.0,709.0,24.0,86.0,1263.0,740.0,5030.0,503.0,2644.0,20,2,2023
2,897.0,709.0,24.0,92.0,1254.0,722.0,4973.0,515.0,2650.0,20,2,2023
3,887.0,708.0,23.0,91.0,1252.0,700.0,4921.0,508.0,2644.0,20,2,2023
