date,group_id,group,<2 sec,2-5 sec,5-10 sec,10-30 sec,30-60 sec,1-2 min,2-5 min,5-10 min,10-30 min,30-60 min,1-2 hour,2-5 hour,5-10 hour,10-15 hour,15-20 hour,20-24 hour
2023-01-01,0,Not Available,34,35,384,2107,3393,464196,95388,15592,3169,522,217,140,80,51,9,3
2023-01-01,1,Other,99,17,89,1071,2129,297271,1295398,277881,48318,5155,1795,843,219,119,49,5
2023-01-01,2,Tanker,0,0,3,16,20,3446,5652,855,42,5,2,2,0,0,0,0
2023-01-01,3,Military,30,10,139,993,1711,229953,166938,26277,5266,854,295,187,43,13,4,3
2023-01-01,4,Pleasure Craft,150,77,1935,13096,20751,2827734,268299,27205,5190,932,419,237,103,44,19,3
2023-01-01,5,Tug Tow,4,0,44,310,487,67829,8622,1610,325,78,40,17,1,3,1,0
2023-01-01,6,Cargo,16,8,148,786,1117,160057,129564,13496,1994,350,133,86,27,10,2,1
2023-01-01,7,Passenger,41,43,462,3282,5271,733482,210096,29899,5625,857,350,224,100,38,6,0
2023-01-01,8,Fishing,38,21,303,1671,2550,353259,256623,20141,3272,595,243,142,35,7,2,2
2023-01-02,0,Not Available,28,25,360,1993,3377,446499,96903,15747,3106,504,180,109,62,30,23,1
2023-01-02,1,Other,60,28,85,1088,2053,282665,1272486,274145,47116,5199,1775,816,243,70,51,11
2023-01-02,2,Tanker,0,0,3,11,23,3084,5816,926,49,10,2,1,0,0,0,0
2023-01-02,3,Military,26,3,138,1054,1959,263850,169072,25833,5159,772,346,186,63,20,9,2
2023-01-02,4,Pleasure Craft,88,42,1693,12089,19359,2596793,260871,24408,4125,692,325,204,87,19,9,1
2023-01-02,5,Tug Tow,3,1,31,300,480,65626,8756,1611,229,55,23,14,4,1,0,0
2023-01-02,6,Cargo,4,8,118,667,1048,145723,136939,12637,1536,229,113,79,23,6,3,0
2023-01-02,7,Passenger,31,33,416,3231,5129,702474,213239,30382,5646,882,376,203,77,24,4,2
2023-01-02,8,Fishing,31,12,255,1575,2573,345206,278557,19577,2624,463,205,140,38,7,6,0
2023-01-03,0,Not Available,18,47,351,2192,3366,466462,92427,15217,3280,557,247,121,99,44,14,1
2023-01-03,1,Other,49,5,82,924,1739,241845,1215905,274775,48372,5513,1790,898,254,80,26,4
2023-01-03,2,Tanker,0,0,2,26,32,4822,5731,951,40,8,8,0,1,0,0,0
2023-01-03,3,Military,11,0,124,1065,1915,258745,171472,26929,5085,692,280,181,55,27,6,1
2023-01-03,4,Pleasure Craft,68,78,1750,12427,19108,2605230,242376,24443,4236,781,378,272,83,39,11,1
2023-01-03,5,Tug Tow,2,0,42,306,483,67449,8320,1368,244,58,34,17,6,3,0,0
2023-01-03,6,Cargo,8,14,108,743,1167,155654,132545,13540,1627,320,141,110,28,9,3,0
2023-01-03,7,Passenger,30,39,430,3089,4927,679919,208672,30619,6091,935,402,258,86,46,19,2
2023-01-03,8,Fishing,18,13,263,1607,2681,354008,277990,22154,2725,439,180,129,40,8,5,0
2023-01-04,0,Not Available,15,25,325,2078,3554,450560,82069,13878,3081,1084,218,233,121,50,18,0
2023-01-04,1,Other,32,6,83,878,1773,223271,1122586,246495,48227,9453,1897,1960,220,87,31,5
2023-01-04,2,Tanker,1,0,2,18,32,4292,5425,876,56,17,4,6,1,1,0,0
2023-01-04,3,Military,16,0,97,905,1792,229599,157962,24113,5212,1231,304,372,53,17,8,0
2023-01-04,4,Pleasure Craft,86,72,1910,13408,24218,2914902,231272,27314,6951,4623,450,530,151,68,21,2
2023-01-04,5,Tug Tow,1,0,44,300,533,67318,9446,1182,317,149,19,23,6,1,1,0
2023-01-04,6,Cargo,10,6,123,811,1377,170053,114213,11720,1922,946,113,100,26,5,4,0
2023-01-04,7,Passenger,24,40,459,3472,5987,742629,192504,28205,5418,2439,381,365,114,34,11,0
2023-01-04,8,Fishing,17,21,267,1456,2716,333423,252859,19089,3368,1417,179,307,37,15,5,1
2023-01-05,0,Not Available,23,32,314,1871,3001,422613,77579,13621,2795,671,170,342,227,59,16,3
2023-01-05,1,Other,46,10,73,746,1512,215761,1003824,232471,43808,6588,1662,2325,2026,88,37,12
2023-01-05,2,Tanker,0,1,2,17,31,4088,4957,1142,88,14,1,9,2,2,0,0
2023-01-05,3,Military,24,3,104,843,1539,224295,146509,24609,5333,975,321,333,304,21,6,0
2023-01-05,4,Pleasure Craft,123,79,1712,11821,19300,2599171,219673,26097,6613,3051,579,1991,412,56,21,2
2023-01-05,5,Tug Tow,2,2,38,249,415,57638,8585,1143,295,112,28,51,18,1,2,0
2023-01-05,6,Cargo,14,8,108,780,1132,159023,98701,11970,1823,579,136,369,109,3,4,0
2023-01-05,7,Passenger,42,24,393,2952,4921,676404,177615,27162,5122,1417,301,802,296,38,12,3
2023-01-05,8,Fishing,20,12,232,1325,2197,309799,220690,19230,3112,828,170,472,286,12,7,0
2023-01-06,0,Not Available,42,54,403,2369,3651,502062,93989,14781,2837,488,231,133,106,48,17,0
2023-01-06,1,Other,111,25,83,951,1853,263522,1241937,280013,49857,5565,1797,859,219,58,34,11
2023-01-06,2,Tanker,0,0,2,18,25,3760,5549,1162,69,15,2,6,0,0,0,0
2023-01-06,3,Military,56,13,139,1043,1854,262442,172219,25945,5291,877,342,136,41,14,4,1
2023-01-06,4,Pleasure Craft,188,126,2079,14448,22422,3095963,249509,24613,4775,1151,454,343,133,48,26,5
2023-01-06,5,Tug Tow,1,2,40,326,498,69144,9274,1212,292,58,30,18,5,2,3,0
2023-01-06,6,Cargo,26,20,149,866,1317,184659,124563,13053,1918,455,215,139,26,9,4,1
2023-01-06,7,Passenger,48,52,511,3555,5655,788474,209203,30132,5592,956,380,259,104,40,12,3
2023-01-06,8,Fishing,54,30,302,1651,2622,356446,265694,18825,2799,540,217,151,42,14,4,0
2023-01-07,0,Not Available,49,52,377,2388,3870,493214,94140,15240,2924,601,200,111,93,53,26,0
2023-01-07,1,Other,112,35,107,1061,2325,309820,1277047,273400,46139,4976,1686,854,220,87,47,9
2023-01-07,2,Tanker,4,0,4,19,37,3114,5249,1110,53,13,4,2,0,0,0,0
2023-01-07,3,Military,50,13,142,1112,1896,256416,169389,24337,4963,784,295,178,46,21,2,1
2023-01-07,4,Pleasure Craft,140,105,2038,14431,22348,3024743,255234,24038,4604,1087,433,298,123,42,10,0
2023-01-07,5,Tug Tow,5,7,46,354,488,69180,8682,1167,285,41,23,7,4,2,0,0
2023-01-07,6,Cargo,31,12,167,1019,1599,201159,124952,13137,2185,458,211,125,36,17,0,0
2023-01-07,7,Passenger,53,51,474,3608,5758,775164,213474,30493,5760,921,352,197,88,35,10,3
2023-01-07,8,Fishing,57,56,331,1728,2982,377509,252502,18391,2979,653,271,191,58,11,1,0
2023-01-08,0,Not Available,90,54,396,2428,3832,470845,95226,16016,3073,682,212,140,71,48,23,2
2023-01-08,1,Other,283,110,117,1151,2217,300603,1247241,272171,49522,6113,1861,815,264,78,38,8
2023-01-08,2,Tanker,0,0,2,18,26,3302,4939,1092,50,10,3,1,0,0,0,0
2023-01-08,3,Military,59,19,178,1124,1966,255648,160693,22913,4933,883,331,197,69,17,4,2
2023-01-08,4,Pleasure Craft,154,138,2077,13787,22566,2943676,253042,25881,5147,1185,450,298,120,57,17,4
2023-01-08,5,Tug Tow,3,1,42,292,472,66204,9274,1060,338,71,23,19,3,2,3,0
2023-01-08,6,Cargo,60,22,187,1040,1549,176415,129226,14024,2315,528,223,127,42,10,1,0
2023-01-08,7,Passenger,68,67,467,3538,5851,758759,212581,31048,5676,843,308,178,78,20,10,2
2023-01-08,8,Fishing,103,49,334,2006,3011,353756,250494,19877,3313,827,252,161,38,14,3,0
2023-01-09,0,Not Available,37,44,360,2290,3359,476985,94219,15432,2968,459,189,116,103,46,22,0
2023-01-09,1,Other,76,10,107,925,1872,256898,1231554,272239,49838,5530,1805,872,237,61,22,7
2023-01-09,2,Tanker,0,0,3,23,35,4280,5665,1366,50,12,10,3,0,0,0,0
2023-01-09,3,Military,54,4,140,1042,1826,253262,163065,24483,5329,898,385,186,63,15,2,1
2023-01-09,4,Pleasure Craft,148,111,1920,13863,21652,3018940,255713,25600,5409,1050,523,360,144,40,12,2
2023-01-09,5,Tug Tow,2,3,43,320,487,69432,9796,1207,337,76,33,12,5,4,0,0
2023-01-09,6,Cargo,12,6,109,723,1096,158227,131357,12750,1600,252,123,67,24,12,4,1
2023-01-09,7,Passenger,42,51,465,3493,5451,774909,205800,30212,6076,899,391,225,84,30,6,5
2023-01-09,8,Fishing,64,15,306,1804,2741,383709,254561,17908,2605,498,171,118,33,12,4,0
2023-01-10,0,Not Available,34,44,303,2126,3309,473737,93346,15279,3539,620,178,114,92,59,11,2
2023-01-10,1,Other,79,14,95,978,1802,259475,1240927,275193,49607,7325,1753,765,230,67,25,7
2023-01-10,2,Tanker,0,0,2,18,44,5147,6223,1358,78,19,0,1,2,1,0,0
2023-01-10,3,Military,36,7,126,1010,1827,253650,163116,25885,5762,1044,365,171,68,17,11,2
2023-01-10,4,Pleasure Craft,105,98,1783,12579,19581,2827860,254450,24886,7485,1186,404,299,96,43,14,1
2023-01-10,5,Tug Tow,4,3,45,312,500,69144,9897,1207,361,65,25,11,8,5,1,0
2023-01-10,6,Cargo,12,4,131,695,1078,159499,124568,11160,1639,375,121,75,30,9,3,0
2023-01-10,7,Passenger,29,47,482,3435,5429,797219,198672,29784,6605,1096,360,229,90,44,16,3
2023-01-10,8,Fishing,45,15,266,1645,2612,362593,257119,18423,3039,687,196,102,32,17,2,1
2023-01-11,0,Not Available,23,38,336,2194,3401,469220,93047,15725,3243,489,208,130,118,55,13,3
2023-01-11,1,Other,58,16,87,964,1862,263822,1245268,280607,48997,5462,1838,896,319,60,30,4
2023-01-11,2,Tanker,0,1,3,22,29,3924,6131,1424,57,6,2,5,1,0,0,0
2023-01-11,3,Military,37,10,121,1060,1990,263457,162401,25314,5398,903,379,203,66,24,8,0
2023-01-11,4,Pleasure Craft,101,85,1681,11489,18024,2501569,244215,24820,4332,815,336,227,77,48,21,0
2023-01-11,5,Tug Tow,4,2,42,271,433,63403,9983,1408,306,65,25,17,3,3,1,0
2023-01-11,6,Cargo,11,5,108,779,1214,169841,127853,11798,1713,325,169,82,32,11,3,0
2023-01-11,7,Passenger,30,35,462,3353,5404,746327,199445,30574,5969,832,383,229,89,38,18,4
2023-01-11,8,Fishing,60,12,280,1737,2833,386048,263370,19158,2753,459,172,114,30,14,3,0
2023-01-12,0,Not Available,84,79,374,2298,3690,466404,89863,15560,3359,631,284,163,125,62,12,2
2023-01-12,1,Other,162,32,85,1008,1919,251709,1230755,281500,48110,5208,2328,1039,197,72,26,7
2023-01-12,2,Tanker,6,3,3,36,58,4850,5570,1196,90,16,8,3,2,1,1,0
2023-01-12,3,Military,49,15,123,1016,1914,248667,165943,26338,5083,793,346,193,59,22,8,1
2023-01-12,4,Pleasure Craft,256,120,1622,11515,18340,2480910,250040,26664,4473,962,837,370,116,49,29,7
2023-01-12,5,Tug Tow,7,10,38,282,457,63621,9432,1391,344,71,32,15,9,4,2,0
2023-01-12,6,Cargo,63,34,194,1001,1439,162152,126780,12133,1644,406,162,112,48,19,5,3
2023-01-12,7,Passenger,99,76,478,3296,5357,710562,195900,32410,6361,1015,458,224,114,73,26,4
2023-01-12,8,Fishing,137,64,339,1911,3052,338387,258835,20634,3255,738,246,180,54,23,5,4
2023-01-13,0,Not Available,42,56,375,2314,3570,458812,93682,15470,3284,645,237,145,111,54,21,1
2023-01-13,1,Other,170,74,108,995,1719,220629,1224423,275139,50816,5564,1832,799,256,91,21,5
2023-01-13,2,Tanker,0,0,1,29,41,5341,5308,1092,96,9,4,2,3,0,2,0
2023-01-13,3,Military,53,12,142,976,1637,212751,172636,26589,5092,768,265,160,70,14,5,3
2023-01-13,4,Pleasure Craft,146,106,1861,12675,19477,2663529,249392,26062,4916,957,395,266,118,451,33,11
2023-01-13,5,Tug Tow,2,3,40,314,491,65729,9527,1203,294,56,22,17,5,8,3,0
2023-01-13,6,Cargo,24,14,108,756,1103,138483,126860,11302,1518,334,135,81,33,8,3,0
2023-01-13,7,Passenger,51,43,463,3158,5180,675859,196395,29895,6747,1014,361,246,103,110,37,5
2023-01-13,8,Fishing,101,40,301,1819,2574,323238,257399,18107,2866,630,166,106,41,19,11,1
2023-01-14,0,Not Available,61,47,343,2143,3451,450516,99108,15375,2990,611,191,115,89,57,15,2
2023-01-14,1,Other,92,30,77,842,1698,220714,1270074,275556,44888,4760,1501,648,174,59,35,8
2023-01-14,2,Tanker,1,0,5,17,28,4316,4873,1106,112,13,2,1,0,2,0,0
2023-01-14,3,Military,46,14,120,976,1609,215699,176952,26793,4799,656,199,107,49,8,4,0
2023-01-14,4,Pleasure Craft,138,110,1960,14009,22340,2992754,250180,24278,4773,1067,452,293,123,52,15,1
2023-01-14,5,Tug Tow,2,0,40,313,420,62795,9143,1144,257,74,33,15,6,2,0,0
2023-01-14,6,Cargo,15,4,128,744,1132,155708,120382,10830,1324,320,146,67,12,3,6,0
2023-01-14,7,Passenger,42,36,458,3329,5304,719982,195626,29694,5877,968,331,208,84,28,9,4
2023-01-14,8,Fishing,53,34,253,1527,2441,320385,250085,17641,2036,376,139,122,28,10,3,1
2023-01-15,0,Not Available,42,44,335,1909,3414,444028,101141,16814,3393,464,211,132,62,51,28,2
2023-01-15,1,Other,59,21,81,861,1757,246406,1235312,285176,48458,4903,1616,728,223,67,37,9
2023-01-15,2,Tanker,0,0,0,18,28,3694,4852,1068,72,11,8,0,1,0,0,0
2023-01-15,3,Military,45,9,113,888,1636,219700,167123,23668,4505,683,306,124,52,11,2,0
2023-01-15,4,Pleasure Craft,136,109,1807,12283,23540,2976389,260461,27269,4855,909,392,242,95,29,9,0
2023-01-15,5,Tug Tow,1,5,36,282,576,71206,8723,1161,226,47,34,6,10,4,1,0
2023-01-15,6,Cargo,12,8,100,698,1191,157467,123378,14015,2399,547,281,170,61,8,3,0
2023-01-15,7,Passenger,38,44,459,2963,5612,727056,202563,33040,6502,957,405,247,90,37,6,1
2023-01-15,8,Fishing,52,17,234,1411,2409,311863,239889,20301,2901,514,251,148,48,15,3,1
2023-01-16,0,Not Available,48,40,307,2046,3483,458307,101795,16420,3150,488,188,114,86,52,15,2
2023-01-16,1,Other,79,24,92,918,1919,257755,1263456,279687,45245,4554,1697,796,269,83,38,6
2023-01-16,2,Tanker,0,0,3,16,31,4053,5021,1077,44,4,3,1,2,1,0,0
2023-01-16,3,Military,29,9,126,932,1579,218406,165120,23786,4827,685,300,118,36,14,7,1
2023-01-16,4,Pleasure Craft,104,114,1901,13768,22883,3015831,262353,26108,5206,1073,468,288,139,32,12,4
2023-01-16,5,Tug Tow,1,9,43,329,557,73480,8528,1204,263,56,36,8,4,3,2,0
2023-01-16,6,Cargo,13,9,100,750,1245,167719,121696,14099,2817,525,318,233,66,25,2,0
2023-01-16,7,Passenger,35,46,458,3292,5596,743163,212477,33192,6046,888,337,215,99,24,5,0
2023-01-16,8,Fishing,24,17,261,1442,2455,328107,247621,19394,2956,561,276,223,55,13,5,0
2023-01-17,0,Not Available,24,48,348,2139,3433,475819,98441,15754,3040,463,207,127,107,41,17,3
2023-01-17,1,Other,36,11,81,893,1857,253680,1273801,278960,45974,4674,1566,732,216,58,33,9
2023-01-17,2,Tanker,2,0,1,29,34,5265,5354,1067,73,20,10,6,2,0,0,0
2023-01-17,3,Military,17,5,119,980,1768,247963,158377,22952,4871,714,289,187,68,17,9,1
2023-01-17,4,Pleasure Craft,128,127,1895,13094,22382,3007119,256239,25305,4989,1012,413,323,408,64,21,3
2023-01-17,5,Tug Tow,2,7,40,317,545,72801,9256,1282,289,60,29,20,9,4,3,1
2023-01-17,6,Cargo,9,9,124,727,1203,167289,127913,14979,2870,559,293,179,66,7,5,0
2023-01-17,7,Passenger,34,51,504,3266,5812,779034,204905,31922,5691,765,387,240,152,52,14,1
2023-01-17,8,Fishing,32,25,246,1428,2379,326293,257269,20995,3509,636,343,241,67,13,8,0
2023-01-18,0,Not Available,42,42,375,2214,3503,483218,95348,15602,3009,459,201,126,108,55,14,3
2023-01-18,1,Other,62,27,84,930,1775,244993,1254306,275691,47100,4865,1699,758,215,77,39,3
2023-01-18,2,Tanker,1,0,1,12,36,4171,6439,1091,96,7,2,3,1,0,0,0
2023-01-18,3,Military,29,8,134,949,1765,243413,155425,23287,5073,806,360,191,57,21,14,0
2023-01-18,4,Pleasure Craft,123,117,2024,14164,22245,3050419,261372,27811,5656,1113,519,337,120,53,13,3
2023-01-18,5,Tug Tow,4,3,45,334,512,74770,9004,1223,294,60,16,15,7,5,4,0
2023-01-18,6,Cargo,13,10,108,757,1190,161160,129454,13718,2105,370,145,108,35,17,4,0
2023-01-18,7,Passenger,33,50,540,3744,5915,815371,209623,33962,6364,852,381,237,78,39,15,1
2023-01-18,8,Fishing,43,19,248,1521,2298,318749,252965,21082,2855,476,195,125,52,14,1,0
2023-01-19,0,Not Available,58,44,384,2400,3679,493528,94056,17479,3277,488,183,142,102,52,19,2
2023-01-19,1,Other,54,16,87,968,1513,229076,1199162,291215,54466,5017,1686,723,232,77,30,7
2023-01-19,2,Tanker,1,2,4,22,17,3689,6104,1029,100,18,6,3,0,2,1,0
2023-01-19,3,Military,19,8,110,957,1702,233388,150627,23493,5301,728,276,154,70,24,8,0
2023-01-19,4,Pleasure Craft,129,100,2141,14812,21353,3011391,253238,38589,6313,1063,451,334,155,56,11,2
2023-01-19,5,Tug Tow,2,7,54,376,560,77167,8517,1411,317,55,22,14,7,4,2,0
2023-01-19,6,Cargo,25,9,138,932,1252,165835,116921,15670,2229,351,141,92,25,5,1,0
2023-01-19,7,Passenger,45,51,595,3868,5718,807402,198601,36869,6295,835,338,244,85,46,16,3
2023-01-19,8,Fishing,56,33,240,1566,2313,308696,233811,25176,3687,640,203,119,41,16,2,0
2023-01-20,0,Not Available,32,68,371,2428,3832,515312,95588,15965,3143,475,213,110,109,62,16,2
2023-01-20,1,Other,40,9,84,1048,1953,272796,1236399,287856,50651,4991,1689,797,255,70,33,20
2023-01-20,2,Tanker,0,0,2,22,51,5728,6017,1049,73,12,5,5,0,0,2,0
2023-01-20,3,Military,16,10,106,842,1554,209803,151279,23575,5025,789,307,176,56,21,7,2
2023-01-20,4,Pleasure Craft,123,117,1853,14039,24122,3056173,252547,29202,5283,888,448,315,145,50,16,4
2023-01-20,5,Tug Tow,1,5,51,359,607,77716,10265,1540,351,44,18,8,5,4,2,0
2023-01-20,6,Cargo,19,5,148,892,1450,192554,121613,14026,1693,225,108,70,25,6,1,0
2023-01-20,7,Passenger,36,43,548,3917,6462,849582,205782,32930,5383,698,262,202,89,37,19,0
2023-01-20,8,Fishing,36,15,244,1555,2562,337636,239353,21915,2692,414,184,105,37,14,5,1
2023-01-21,0,Not Available,39,58,409,2339,3457,490752,100075,16355,2902,418,190,117,76,59,21,3
2023-01-21,1,Other,69,17,88,1110,1920,287507,1266275,285943,48916,5170,1706,827,270,73,55,8
2023-01-21,2,Tanker,1,1,5,32,42,6005,5255,935,65,7,0,0,1,0,1,0
2023-01-21,3,Military,18,7,126,885,1505,215943,147577,22022,4646,730,286,143,55,19,5,1
2023-01-21,4,Pleasure Craft,97,112,2207,15123,20864,3016799,254111,26307,5114,944,443,274,132,50,16,1
2023-01-21,5,Tug Tow,12,3,59,338,538,71496,10615,1377,320,59,13,8,6,2,2,0
2023-01-21,6,Cargo,26,7,131,856,1205,162140,121364,12364,1725,308,127,80,19,15,2,0
2023-01-21,7,Passenger,45,67,517,3779,5150,753318,194892,29785,5458,774,305,139,80,50,12,4
2023-01-21,8,Fishing,29,16,245,1636,2297,321484,242876,20875,2885,497,199,128,38,12,4,0
2023-01-22,0,Not Available,78,52,374,2088,3551,448579,94001,15421,3053,1117,251,131,81,57,30,1
2023-01-22,1,Other,106,46,90,823,1747,233506,1164811,274861,48016,8435,2593,875,230,90,72,17
2023-01-22,2,Tanker,5,0,3,16,33,4710,4789,799,64,20,7,3,0,0,0,0
2023-01-22,3,Military,24,26,106,814,1544,206507,143297,22112,4550,1187,409,162,69,12,9,2
2023-01-22,4,Pleasure Craft,152,131,1834,11960,20889,2818298,252703,27384,4959,3376,1055,321,132,45,15,3
2023-01-22,5,Tug Tow,7,7,41,338,525,69577,8601,1185,261,129,34,14,10,3,2,0
2023-01-22,6,Cargo,43,25,130,819,1347,163635,117511,12351,1446,731,162,67,31,4,3,0
2023-01-22,7,Passenger,93,89,476,3155,5450,692973,188788,31035,5651,1818,523,213,112,52,5,2
2023-01-22,8,Fishing,90,46,310,1604,2509,289181,232315,21602,2963,1476,310,142,48,22,4,1
2023-01-23,0,Not Available,63,71,310,2417,3639,481043,96277,15622,3146,516,195,109,100,51,13,2
2023-01-23,1,Other,49,5,100,948,1633,225381,1212613,283370,50493,5177,1767,852,245,91,25,6
2023-01-23,2,Tanker,1,0,2,22,43,5526,5475,877,49,5,1,4,0,0,0,0
2023-01-23,3,Military,6,11,133,817,1487,205725,153750,24203,4919,671,299,144,39,16,3,0
2023-01-23,4,Pleasure Craft,126,115,2241,15548,21808,3019743,256978,28532,5094,972,454,309,150,37,18,7
2023-01-23,5,Tug Tow,3,3,56,328,556,72203,9004,1227,262,73,27,20,9,5,0,0
2023-01-23,6,Cargo,22,8,143,809,1156,148732,121151,13393,1710,326,147,71,28,14,3,0
2023-01-23,7,Passenger,55,46,567,3721,5264,734881,192730,31428,6159,905,391,255,102,42,12,3
2023-01-23,8,Fishing,38,17,278,1586,2329,295701,240004,20484,2703,501,201,117,51,21,9,0
2023-01-24,0,Not Available,40,65,353,2385,3450,475011,97180,14800,2962,492,175,112,100,56,17,2
2023-01-24,1,Other,50,14,83,980,1594,225140,1228902,270439,47184,4897,1595,773,221,83,41,12
2023-01-24,2,Tanker,0,4,4,35,59,6360,5828,807,33,7,4,3,0,3,0,0
2023-01-24,3,Military,26,11,107,864,1375,188164,156549,25066,4867,667,269,113,44,15,4,1
2023-01-24,4,Pleasure Craft,101,86,1789,13623,18874,2608019,242485,24581,4430,970,398,258,120,43,17,2
2023-01-24,5,Tug Tow,6,4,49,368,509,70970,9930,1284,273,74,21,18,8,5,3,0
2023-01-24,6,Cargo,19,8,136,839,1212,161070,118363,11578,1485,306,129,98,35,6,6,2
2023-01-24,7,Passenger,31,52,540,3727,5282,723904,199454,32159,6308,909,385,246,97,46,18,2
2023-01-24,8,Fishing,36,22,268,1704,2508,322940,248596,17630,2428,454,177,129,46,9,10,1
2023-01-25,0,Not Available,75,82,418,2327,3765,463780,97653,15026,3157,624,206,110,110,52,13,2
2023-01-25,1,Other,139,52,85,865,1700,212988,1205255,269642,50234,5537,1646,746,257,57,29,8
2023-01-25,2,Tanker,13,2,14,60,104,5666,5988,856,63,19,4,3,1,0,1,0
2023-01-25,3,Military,19,12,125,776,1515,195772,150833,25103,5365,720,230,131,50,18,6,2
2023-01-25,4,Pleasure Craft,164,113,1747,11498,18487,2453179,239273,23933,4321,869,318,193,75,31,6,1
2023-01-25,5,Tug Tow,14,7,55,364,576,70283,9128,1131,276,69,20,20,11,3,2,0
2023-01-25,6,Cargo,52,25,148,904,1372,161436,119110,10609,1590,360,94,75,29,12,3,0
2023-01-25,7,Passenger,105,84,516,3388,5514,691183,196888,31502,6671,1045,344,218,100,35,11,6
2023-01-25,8,Fishing,99,61,398,1998,3283,330445,242406,17762,3142,658,223,155,43,9,3,3
2023-01-26,0,Not Available,60,50,343,2169,3445,465895,95097,14574,3073,504,170,126,107,67,10,0
2023-01-26,1,Other,53,17,88,918,1743,241196,1201068,276183,51127,5676,1858,886,260,87,34,4
2023-01-26,2,Tanker,2,1,7,44,69,7096,5840,898,66,17,4,7,1,0,2,0
2023-01-26,3,Military,28,4,115,763,1473,196354,151457,24658,4994,693,267,131,50,10,11,1
2023-01-26,4,Pleasure Craft,126,84,1670,11254,17763,2465227,234441,23221,4000,789,368,216,65,47,12,4
2023-01-26,5,Tug Tow,3,4,52,279,542,68447,9372,1238,231,40,16,11,8,2,1,0
2023-01-26,6,Cargo,29,9,150,806,1208,162199,121225,11593,1495,249,116,66,23,10,10,1
2023-01-26,7,Passenger,68,61,462,3077,5041,688619,188750,29434,5563,735,311,225,104,36,18,2
2023-01-26,8,Fishing,57,16,300,1540,2539,327827,243157,18411,2705,507,187,115,33,11,3,3
2023-01-27,0,Not Available,51,66,357,2230,3510,461840,93824,14683,2815,558,227,121,120,59,12,3
2023-01-27,1,Other,85,29,97,935,1893,250307,1212835,267413,47585,5669,1908,825,218,66,36,12
2023-01-27,2,Tanker,1,4,3,42,47,6656,5508,844,45,16,5,5,4,1,0,0
2023-01-27,3,Military,15,6,115,818,1676,216534,151807,23953,4661,662,236,122,49,6,5,3
2023-01-27,4,Pleasure Craft,134,96,1690,11824,18420,2499973,220377,20794,3604,892,339,226,99,30,10,3
2023-01-27,5,Tug Tow,1,1,55,291,494,66493,9058,1310,301,57,17,7,6,4,1,0
2023-01-27,6,Cargo,20,6,116,735,1102,144467,117740,11285,1289,220,95,71,20,3,4,2
2023-01-27,7,Passenger,53,55,491,3117,5044,673451,187968,29506,5460,811,285,153,86,51,14,3
2023-01-27,8,Fishing,61,20,314,1520,2625,318210,232034,16140,2662,550,168,118,31,12,6,0
2023-01-28,0,Not Available,44,51,263,1535,2431,336369,74960,12637,3270,561,132,92,449,68,39,6
2023-01-28,1,Other,92,13,43,514,1043,157054,935235,209124,40062,4997,1219,459,2944,169,78,18
2023-01-28,2,Tanker,0,1,4,22,30,4124,4603,968,59,7,4,3,10,1,0,0
2023-01-28,3,Military,41,10,99,712,1382,181227,125153,19897,4263,649,189,125,208,24,12,6
2023-01-28,4,Pleasure Craft,100,54,931,7355,11447,1590297,176339,22892,9422,886,235,154,1953,83,16,5
2023-01-28,5,Tug Tow,1,0,29,182,305,42412,6940,1024,341,51,14,7,63,0,4,1
2023-01-28,6,Cargo,15,5,61,468,669,90340,78936,8146,1536,285,57,51,336,22,3,1
2023-01-28,7,Passenger,28,25,276,1961,3045,431692,146772,24353,5848,774,219,132,767,72,34,2
2023-01-28,8,Fishing,69,16,221,1143,1857,238669,172760,14812,3385,745,163,124,464,35,10,0
2023-01-29,0,Not Available,46,32,341,2065,3342,454687,97532,14700,3025,468,196,116,79,40,33,3
2023-01-29,1,Other,85,24,82,894,1804,254998,1197400,272195,49825,5921,1961,891,242,76,44,16
2023-01-29,2,Tanker,0,0,2,19,33,4064,4982,1286,50,5,5,0,0,1,1,0
2023-01-29,3,Military,35,13,105,899,1809,241775,141852,21831,4123,703,295,149,57,12,4,0
2023-01-29,4,Pleasure Craft,112,78,1587,11406,17841,2426501,228344,22354,3875,766,310,178,74,23,14,3
2023-01-29,5,Tug Tow,5,1,27,316,510,67350,8943,1115,213,33,17,12,1,3,1,0
2023-01-29,6,Cargo,8,4,99,700,1140,154358,115559,11146,1458,218,97,81,29,4,2,1
2023-01-29,7,Passenger,37,36,443,3032,4814,665638,192014,30094,5682,815,310,209,93,61,14,3
2023-01-29,8,Fishing,65,15,223,1431,2214,300809,222803,17404,2586,407,155,78,35,11,2,2
2023-01-30,0,Not Available,48,55,364,2328,3715,480815,97713,15597,3008,538,209,120,94,39,17,0
2023-01-30,1,Other,86,25,106,893,1850,240865,1228313,274432,48094,5334,1734,777,242,82,32,27
2023-01-30,2,Tanker,1,1,1,14,32,4791,5610,1219,78,7,4,4,2,0,0,0
2023-01-30,3,Military,24,11,116,926,1752,236304,139711,21628,4364,677,303,167,58,24,2,2
2023-01-30,4,Pleasure Craft,114,70,1602,11147,18064,2426954,238198,23943,3762,722,284,206,62,32,7,1
2023-01-30,5,Tug Tow,0,3,54,308,561,72380,8675,1057,197,51,16,8,3,1,1,0
