date,group_id,group,<2 sec,2-5 sec,5-10 sec,10-30 sec,30-60 sec,1-2 min,2-5 min,5-10 min,10-30 min,30-60 min,1-2 hour,2-5 hour,5-10 hour,10-15 hour,15-20 hour,20-24 hour
2023-06-16,3,Military,0,0,9,32,69,7945,6172,951,143,43,14,5,0,2,1,0
2023-06-16,4,Pleasure Craft,41,4,215,1229,2039,262946,106830,12722,4003,1370,339,143,55,28,30,2
2023-06-16,5,Tug Tow,92,81,1422,10226,16911,2220148,222243,31545,11954,4819,669,316,147,47,17,10
2023-06-16,6,Cargo,4,8,54,391,639,87752,13737,2034,591,221,44,23,12,12,6,0
2023-06-16,7,Passenger,21,8,166,1389,2640,341089,174792,33538,8912,1748,614,325,101,33,13,2
2023-06-16,8,Fishing,47,48,549,3617,6096,822837,211771,39143,11048,3150,753,345,183,100,87,4
2023-06-17,0,Not Available,47,13,429,2409,3779,499838,206936,22035,4009,793,354,225,83,49,37,10
2023-06-17,1,Other,83,32,135,2110,4318,620033,1664703,408328,74056,7755,2808,1410,511,283,133,34
2023-06-17,2,Tanker,50,64,452,2923,4757,624650,105367,19891,4401,800,343,213,154,162,83,20
2023-06-17,3,Military,1,0,0,31,34,5541,6455,1008,95,20,5,4,1,0,0,0
2023-06-17,4,Pleasure Craft,24,4,204,1284,1870,265042,113319,15820,3012,540,237,144,36,34,25,2
2023-06-17,5,Tug Tow,74,83,1500,12196,16999,2328407,241926,34126,6086,1067,416,289,143,38,37,10
2023-06-17,6,Cargo,3,3,58,457,678,92027,15872,2490,427,77,44,15,11,6,11,0
2023-06-17,7,Passenger,29,14,135,1273,2366,313566,168080,33175,7836,1207,518,304,103,30,11,2
2023-06-17,8,Fishing,29,44,493,3840,5779,794944,220662,42247,9186,1480,648,406,134,99,104,18
2023-06-18,0,Not Available,54,30,333,2037,3261,415838,195426,18946,5600,1994,413,248,86,45,31,4
2023-06-18,1,Other,47,14,134,2172,4563,629279,1589465,377851,78387,15517,3060,1437,510,286,128,24
2023-06-18,2,Tanker,45,49,470,2635,4380,586641,100316,18238,5758,1620,333,203,159,184,82,10
2023-06-18,3,Military,0,0,0,22,32,3818,5710,913,150,45,11,3,0,0,1,0
2023-06-18,4,Pleasure Craft,30,7,164,1123,1729,227752,103660,12707,4402,1606,299,148,53,35,21,0
2023-06-18,5,Tug Tow,78,67,1290,9794,15324,2120282,212086,31025,13879,5146,481,291,116,49,24,7
2023-06-18,6,Cargo,5,6,39,377,628,87411,14605,2321,747,238,42,19,14,10,7,1
2023-06-18,7,Passenger,26,7,134,1107,2122,281590,152388,28945,8014,1873,499,268,98,34,15,2
2023-06-18,8,Fishing,38,53,434,3262,5440,747066,210964,38217,11598,3413,691,373,144,137,95,9
2023-06-19,0,Not Available,61,15,378,2169,3448,447087,206372,18184,5596,1652,392,256,74,30,16,0
2023-06-19,1,Other,54,25,145,2049,3873,560928,1573023,379681,76282,11276,2994,1378,476,222,90,22
2023-06-19,2,Tanker,52,63,421,2686,4351,565763,97856,18343,5292,1404,394,238,155,122,79,14
2023-06-19,3,Military,0,1,2,27,43,6203,5953,965,162,21,8,4,1,0,1,0
2023-06-19,4,Pleasure Craft,21,13,171,1206,1928,243475,108646,12249,4548,1462,307,194,60,19,3,1
2023-06-19,5,Tug Tow,95,76,1481,10815,17246,2188747,226051,27349,13229,4903,556,337,129,38,25,3
2023-06-19,6,Cargo,1,10,65,439,651,87547,13905,2075,732,225,57,39,16,7,4,0
2023-06-19,7,Passenger,22,17,125,1236,2368,311765,163004,30199,7981,1545,470,255,74,22,6,1
2023-06-19,8,Fishing,39,57,483,3557,5755,755489,209889,37497,11949,3126,817,482,196,103,58,10
2023-06-20,0,Not Available,48,13,367,2182,3545,470428,217346,19359,5107,1558,542,278,92,19,6,1
2023-06-20,1,Other,71,29,136,1702,3294,468776,1552275,381052,73836,10566,4146,1275,491,182,67,19
2023-06-20,2,Tanker,45,57,373,2640,4297,570980,100669,18583,4853,1217,469,234,174,107,55,10
2023-06-20,3,Military,0,0,3,29,52,5606,6111,1047,156,33,8,6,2,1,1,0
2023-06-20,4,Pleasure Craft,30,4,205,1229,1892,261934,111445,12675,3919,1223,300,204,68,11,3,0
2023-06-20,5,Tug Tow,71,70,1415,10592,16607,2247944,233005,28254,10941,3363,777,304,144,59,19,2
2023-06-20,6,Cargo,5,3,50,429,647,91600,13681,1894,554,186,51,17,18,6,4,1
2023-06-20,7,Passenger,12,7,100,1246,2239,309588,160707,30360,8042,1724,826,319,106,33,14,5
2023-06-20,8,Fishing,32,54,519,3743,6130,835445,210570,37119,10737,2561,849,438,214,85,54,4
2023-06-21,0,Not Available,103,26,436,2402,3810,464733,217737,18633,3676,911,808,252,87,34,22,3
2023-06-21,1,Other,101,23,124,1471,3046,424168,1583452,387042,68950,7083,4225,1259,421,198,93,35
2023-06-21,2,Tanker,74,78,447,2800,4511,591093,103258,17645,3884,779,543,252,146,113,78,10
2023-06-21,3,Military,3,1,0,34,40,5338,5936,944,104,34,12,4,1,1,1,0
2023-06-21,4,Pleasure Craft,48,7,215,1301,1998,254476,110241,12946,2924,693,688,169,43,27,4,1
2023-06-21,5,Tug Tow,166,111,1518,10678,17139,2309331,235884,26455,5475,1182,2127,301,102,61,22,2
2023-06-21,6,Cargo,6,4,64,458,739,96968,13556,1847,483,109,108,32,12,12,2,2
2023-06-21,7,Passenger,40,8,146,1272,2401,328708,169775,32138,7618,1299,820,334,104,24,10,1
2023-06-21,8,Fishing,83,69,573,3778,6182,835572,211853,35720,8105,1492,1437,474,189,133,60,16
2023-06-22,0,Not Available,104,27,416,2303,3638,448942,227933,19519,3367,823,313,166,81,50,31,13
2023-06-22,1,Other,77,23,136,1592,3244,448986,1619810,392319,70272,7306,2536,1275,367,217,101,35
2023-06-22,2,Tanker,70,69,446,2805,4775,621071,103595,18698,3891,689,249,188,150,111,70,37
2023-06-22,3,Military,1,1,3,17,55,5835,6309,967,92,14,7,10,3,0,1,0
2023-06-22,4,Pleasure Craft,42,7,176,1048,1647,206581,112708,11864,2362,550,227,148,60,25,32,2
2023-06-22,5,Tug Tow,118,87,1751,12405,19993,2633922,255899,28663,5761,1124,490,319,131,65,31,8
2023-06-22,6,Cargo,7,9,80,507,849,109306,12793,1927,390,118,47,16,11,8,7,3
2023-06-22,7,Passenger,34,15,156,1337,2652,357623,177411,32423,8001,1242,547,313,97,40,16,0
2023-06-22,8,Fishing,79,69,537,3875,6407,842902,219901,35914,7869,1401,562,398,219,87,92,35
2023-06-23,0,Not Available,37,15,340,2213,3122,439547,223454,19302,5107,733,423,164,83,20,6,1
2023-06-23,1,Other,62,13,150,1765,3692,509074,1610213,387913,78181,7547,3995,1322,380,191,129,26
2023-06-23,2,Tanker,47,62,460,2960,4731,630421,103749,17643,4905,663,402,199,152,130,55,12
2023-06-23,3,Military,2,1,3,20,47,5602,5843,1081,143,23,10,1,1,1,1,0
2023-06-23,4,Pleasure Craft,13,5,134,887,1465,194527,110453,11498,3274,432,240,140,45,23,6,2
2023-06-23,5,Tug Tow,87,96,2118,14254,21744,2930322,261484,29663,12261,1216,826,364,147,53,20,3
2023-06-23,6,Cargo,8,3,85,505,785,104221,14995,2125,681,106,45,24,7,7,4,0
2023-06-23,7,Passenger,14,17,164,1272,2458,331047,171160,31758,8606,1242,774,311,106,52,19,6
2023-06-23,8,Fishing,37,49,535,3960,6253,853954,213475,35984,10418,1446,805,446,188,76,25,4
2023-06-24,0,Not Available,41,28,342,1837,2979,373302,187671,17576,6088,2036,1242,202,44,13,5,1
2023-06-24,1,Other,100,34,151,2055,4309,605050,1526657,367092,78295,15516,7808,1534,496,311,133,27
2023-06-24,2,Tanker,58,50,457,2882,4491,589270,93633,16422,5743,1719,1029,179,131,190,57,6
2023-06-24,3,Military,0,0,3,22,33,4863,5280,908,128,44,25,5,0,0,0,0
2023-06-24,4,Pleasure Craft,13,2,128,758,1167,145080,90517,9832,4138,1453,889,95,41,12,2,0
2023-06-24,5,Tug Tow,92,94,1671,11912,19138,2439837,226523,29383,20489,6426,3832,331,130,48,13,4
2023-06-24,6,Cargo,7,5,57,400,671,83342,13575,1850,876,272,163,17,9,6,0,0
2023-06-24,7,Passenger,34,6,140,1147,2277,298987,155612,29284,8732,2215,1107,327,102,30,10,0
2023-06-24,8,Fishing,33,47,461,3411,5485,712711,185149,32310,12293,3764,2161,406,130,68,15,3
2023-06-25,0,Not Available,91,39,438,2363,3568,421210,190588,16519,5279,1718,224,459,43,15,3,0
2023-06-25,1,Other,125,32,156,2274,4944,682345,1599852,383404,81841,15126,2944,3176,481,308,152,24
2023-06-25,2,Tanker,75,66,495,2913,4712,597819,97581,16704,5576,1518,283,436,164,204,55,7
2023-06-25,3,Military,0,0,9,27,33,4957,5547,923,99,43,5,6,0,1,0,0
2023-06-25,4,Pleasure Craft,35,13,133,956,1400,162382,96053,9613,3396,1119,120,349,15,1,2,5
2023-06-25,5,Tug Tow,134,102,1742,12643,19927,2471028,238265,29539,16859,4733,569,1791,155,69,19,3
2023-06-25,6,Cargo,4,2,60,435,641,86799,14540,2059,763,207,51,64,8,5,1,0
2023-06-25,7,Passenger,21,12,132,1199,2303,294555,156975,29307,8522,1920,529,506,87,28,9,2
2023-06-25,8,Fishing,59,65,538,3646,5993,731946,192599,33385,11450,3140,502,941,149,76,32,5
2023-06-26,0,Not Available,92,35,396,2177,3626,470472,227789,18794,2666,513,220,131,51,7,1,0
2023-06-26,1,Other,123,49,120,1687,3463,485834,1642590,401967,74292,7747,2616,1297,443,175,96,28
2023-06-26,2,Tanker,63,77,487,2840,4556,604390,103804,18402,4055,637,306,168,155,118,46,6
2023-06-26,3,Military,0,1,8,44,66,8595,6038,916,86,15,7,7,1,0,0,0
2023-06-26,4,Pleasure Craft,23,9,165,971,1576,212241,112092,11742,1765,298,132,80,30,9,1,2
2023-06-26,5,Tug Tow,146,116,2074,13918,22034,2941241,269376,31800,6459,1260,554,373,170,40,14,1
2023-06-26,6,Cargo,5,1,71,487,739,102676,16242,2296,505,110,27,15,9,6,3,0
2023-06-26,7,Passenger,22,19,150,1333,2445,332153,173129,32835,7971,1280,485,303,81,33,12,3
2023-06-26,8,Fishing,59,59,563,4164,6493,884852,217274,37877,7977,1291,580,316,172,52,27,5
2023-06-27,0,Not Available,80,48,411,2224,3343,459364,231788,18728,2825,539,207,118,44,21,27,1
2023-06-27,1,Other,75,21,115,1446,2920,407036,1628527,393968,71377,7651,2618,1276,376,206,91,15
2023-06-27,2,Tanker,53,67,463,2919,4489,608477,101512,17877,3921,699,276,174,143,86,45,2
2023-06-27,3,Military,0,1,11,26,69,8638,6410,1043,98,16,11,7,3,1,0,0
2023-06-27,4,Pleasure Craft,26,8,170,1026,1633,215431,112630,11428,2052,424,175,121,50,12,6,1
2023-06-27,5,Tug Tow,107,113,2057,14010,21994,2950629,273819,32520,6866,1138,529,332,137,72,27,1
2023-06-27,6,Cargo,4,4,60,485,828,106417,15600,2219,398,96,47,15,12,9,6,0
2023-06-27,7,Passenger,36,23,162,1278,2272,311406,165477,31066,7601,1274,526,310,78,32,13,0
2023-06-27,8,Fishing,53,66,588,4217,6671,900570,216336,38106,8443,1297,550,300,163,70,28,9
2023-06-28,0,Not Available,121,22,413,2215,3589,467220,220080,18094,3610,877,362,140,45,13,4,1
2023-06-28,1,Other,91,28,127,1672,3399,480243,1610686,384948,72243,8881,4027,1255,424,203,96,28
2023-06-28,2,Tanker,71,64,418,2850,4464,604946,102589,17601,4658,970,429,180,154,122,42,9
2023-06-28,3,Military,1,0,5,22,63,6254,6675,1064,134,29,12,3,2,0,0,0
2023-06-28,4,Pleasure Craft,35,8,142,917,1557,199281,108104,11362,2526,647,175,102,29,14,3,1
2023-06-28,5,Tug Tow,131,97,1987,13745,21794,2901599,270954,30656,10026,2713,822,349,158,56,12,1
2023-06-28,6,Cargo,3,2,70,456,763,100703,15470,2303,554,136,46,23,8,4,3,1
2023-06-28,7,Passenger,16,9,158,1172,2280,309150,157386,29559,7510,1389,742,282,91,27,17,3
2023-06-28,8,Fishing,62,61,568,4059,6485,871864,218955,37233,9515,2002,763,358,171,80,32,4
2023-06-29,0,Not Available,103,19,431,2348,3690,463898,209406,17781,3514,1419,263,104,42,17,2,0
2023-06-29,1,Other,68,21,142,2014,4165,579310,1645570,389587,75379,11099,3326,1383,460,232,114,30
2023-06-29,2,Tanker,64,70,463,3038,4846,633453,101231,17631,4269,1316,336,200,143,125,47,10
2023-06-29,3,Military,0,0,1,28,53,6230,7043,1093,161,36,5,2,2,1,0,0
2023-06-29,4,Pleasure Craft,17,7,180,1025,1523,188315,99501,11128,2696,995,206,82,28,5,2,0
2023-06-29,5,Tug Tow,147,104,2116,14281,21400,2815095,252339,33664,10692,5345,788,363,155,53,23,4
2023-06-29,6,Cargo,6,2,63,442,787,98495,15695,2552,528,243,45,22,12,7,1,0
2023-06-29,7,Passenger,14,16,170,1332,2570,342730,159468,29766,7580,1714,587,312,93,25,5,2
2023-06-29,8,Fishing,56,68,532,4210,6359,855120,223580,37827,10117,3073,782,358,170,59,26,6
2023-06-30,0,Not Available,98,41,425,2285,3605,471567,221708,17247,2663,671,485,125,38,20,3,1
2023-06-30,1,Other,133,21,140,2240,4576,668813,1682279,410886,77986,8068,4459,1509,545,283,135,44
2023-06-30,2,Tanker,79,57,420,3007,4599,643745,108434,18689,4022,665,449,201,171,137,71,12
2023-06-30,3,Military,0,2,5,26,52,6255,6822,861,126,17,15,4,2,0,0,0
2023-06-30,4,Pleasure Craft,34,10,133,921,1419,184748,108870,11545,1924,433,260,99,34,3,2,0
2023-06-30,5,Tug Tow,184,128,1961,13428,20964,2957870,271538,29903,6847,1354,715,398,150,55,17,2
2023-06-30,6,Cargo,10,4,62,450,755,103441,16368,2611,538,115,70,43,20,7,1,1
2023-06-30,7,Passenger,33,16,156,1318,2468,366670,161867,31932,7733,1224,605,283,90,27,17,2
2023-06-30,8,Fishing,61,68,593,3953,6331,886507,230948,38567,8885,1408,753,355,177,70,32,9
2023-07-01,0,Not Available,176,62,524,3050,4675,513191,193115,18011,3207,1772,465,154,65,19,5,0
2023-07-01,1,Other,204,76,183,2812,5971,807320,1711767,434864,86512,12497,4496,1868,588,437,182,33
2023-07-01,2,Tanker,78,94,551,3298,5213,636623,104258,19215,4470,1575,418,211,161,196,59,9
2023-07-01,3,Military,0,0,1,12,24,3145,7167,990,122,20,3,0,0,2,0,0
2023-07-01,4,Pleasure Craft,56,13,205,1116,1775,188150,98644,11952,2106,1209,338,134,48,15,1,0
2023-07-01,5,Tug Tow,157,140,1793,12916,23043,2705908,248343,34378,8159,5567,869,384,128,55,14,2
2023-07-01,6,Cargo,11,4,51,406,750,93068,16612,3040,680,269,54,25,5,5,7,1
2023-07-01,7,Passenger,27,13,143,1316,2438,320199,160148,31898,7847,1631,619,343,103,37,14,3
2023-07-01,8,Fishing,63,75,559,3997,6891,826092,220844,40490,9901,3246,857,424,163,86,42,5
2023-07-02,0,Not Available,149,42,427,2493,3983,459226,191924,17016,5711,1554,272,147,44,9,1,0
2023-07-02,1,Other,112,41,151,2338,4870,691076,1713859,415486,90343,14009,3130,1614,507,442,216,40
2023-07-02,2,Tanker,81,58,425,2850,4505,605192,102452,17659,5805,1319,327,164,162,172,71,9
2023-07-02,3,Military,0,0,5,12,20,2743,7004,907,144,20,3,0,1,0,0,0
2023-07-02,4,Pleasure Craft,51,11,185,922,1411,175421,100488,10861,4143,988,158,84,25,9,4,0
2023-07-02,5,Tug Tow,103,86,1667,11471,18478,2589600,251686,29596,19892,3546,621,347,158,53,16,2
2023-07-02,6,Cargo,9,5,55,383,584,87081,16352,2426,930,210,60,24,24,7,2,1
2023-07-02,7,Passenger,18,18,133,1057,2064,294379,154938,30343,8875,1860,542,290,104,17,18,2
2023-07-02,8,Fishing,39,62,494,3461,5288,760889,214252,36524,13781,2635,710,378,169,111,49,5
2023-07-03,0,Not Available,90,30,419,2391,3742,452040,205891,16606,3497,1030,253,104,38,8,3,1
2023-07-03,1,Other,75,31,152,2121,4407,622402,1777203,411767,76140,11194,3473,1579,509,341,194,49
2023-07-03,2,Tanker,43,69,491,3051,4882,624583,105076,17363,4219,969,297,188,144,147,46,11
2023-07-03,3,Military,0,0,0,15,25,3277,7249,790,95,18,4,2,2,0,0,0
2023-07-03,4,Pleasure Craft,38,23,175,1018,1586,197175,102826,10903,2524,666,192,95,27,2,1,0
2023-07-03,5,Tug Tow,90,100,2002,13305,21539,2768252,265739,29695,8700,2652,613,417,146,30,16,5
2023-07-03,6,Cargo,8,6,81,443,640,89213,15765,2031,479,127,42,33,13,6,1,1
2023-07-03,7,Passenger,23,21,152,1091,2088,284261,154008,28904,7252,1378,501,265,86,42,12,2
2023-07-03,8,Fishing,48,63,614,3938,6220,808777,216944,36293,8922,2047,689,412,166,79,28,4
2023-07-04,0,Not Available,145,52,525,2598,4090,453188,206929,15931,3333,902,199,113,25,6,0,0
2023-07-04,1,Other,148,42,150,2120,4487,607233,1858455,421035,74093,7729,3003,1633,532,398,233,53
2023-07-04,2,Tanker,85,73,466,3131,4846,613251,108662,17455,3679,842,309,186,130,159,58,11
2023-07-04,3,Military,0,0,1,18,21,2697,7780,846,100,9,2,0,0,0,0,0
2023-07-04,4,Pleasure Craft,48,17,152,1149,1740,199065,105658,10888,2291,499,152,75,17,2,1,0
2023-07-04,5,Tug Tow,128,97,1960,13434,21707,2852683,268750,29116,6161,1326,547,338,140,46,12,2
2023-07-04,6,Cargo,6,8,78,475,715,93346,16259,1783,272,80,27,16,12,8,1,0
2023-07-04,7,Passenger,18,13,150,1151,2095,282361,158195,29713,6898,1059,459,217,87,29,13,4
2023-07-04,8,Fishing,62,75,572,3963,6405,834348,223739,36603,7888,1329,592,352,167,79,30,10
2023-07-05,0,Not Available,140,47,497,2591,4285,460974,206102,16270,3008,792,522,116,32,8,6,1
2023-07-05,1,Other,131,46,149,2260,4606,641590,1767400,414767,75527,8074,4538,1668,531,338,145,43
2023-07-05,2,Tanker,60,61,531,3165,5221,645516,105056,17499,3989,797,580,210,170,143,47,4
2023-07-05,3,Military,2,0,1,19,41,4238,7842,798,82,13,8,8,1,1,0,0
2023-07-05,4,Pleasure Craft,43,14,203,1093,1701,192974,101916,10778,1912,449,388,76,23,9,3,0
2023-07-05,5,Tug Tow,174,114,1907,13589,22154,2857891,266371,27998,6137,1388,2107,370,158,57,17,1
2023-07-05,6,Cargo,7,7,87,490,804,100468,16664,2057,364,86,82,15,7,4,2,0
2023-07-05,7,Passenger,15,13,144,1209,2251,301828,158820,30010,7283,1111,709,303,120,30,10,4
2023-07-05,8,Fishing,56,84,568,3967,6522,846381,216503,36165,7612,1315,1241,456,217,83,35,8
2023-07-06,0,Not Available,149,35,435,2355,3778,428908,204906,18044,5701,1177,213,89,47,13,6,1
2023-07-06,1,Other,142,55,159,1993,4398,592366,1627125,407880,101821,10768,3047,1524,473,282,145,25
2023-07-06,2,Tanker,100,74,484,3097,5186,635831,99477,18916,6254,1113,296,226,169,130,55,10
2023-07-06,3,Military,0,0,2,21,41,5199,6970,965,205,22,5,5,3,0,2,0
2023-07-06,4,Pleasure Craft,55,20,157,1028,1564,178213,99120,11121,3327,675,117,69,32,3,2,0
2023-07-06,5,Tug Tow,169,105,1901,13076,22092,2822950,258714,33420,15111,2901,577,374,161,63,12,3
2023-07-06,6,Cargo,10,3,71,487,784,103550,17529,2774,917,174,44,40,21,8,0,0
2023-07-06,7,Passenger,27,21,146,1194,2464,321972,163247,33157,11336,1675,598,299,100,38,13,2
2023-07-06,8,Fishing,48,57,545,3810,6527,843865,216325,40077,13060,2254,640,387,180,69,22,3
2023-07-07,0,Not Available,127,46,441,2613,4175,457656,219948,17500,3054,1136,265,128,34,10,2,2
2023-07-07,1,Other,153,50,168,2205,4404,612069,1713307,419967,80768,9962,3010,1464,529,313,149,41
2023-07-07,2,Tanker,104,101,546,3374,5381,652889,107954,18781,4209,1162,329,225,178,140,54,14
2023-07-07,3,Military,3,4,5,46,75,6437,7124,986,134,28,8,0,2,3,1,0
2023-07-07,4,Pleasure Craft,48,14,170,972,1574,177778,107222,10512,1982,712,150,82,10,3,0,0
2023-07-07,5,Tug Tow,169,138,1974,14043,22631,2930664,258143,30186,6417,2961,599,342,150,40,15,3
2023-07-07,6,Cargo,10,7,68,483,846,104096,16835,2611,561,192,53,25,19,9,0,0
2023-07-07,7,Passenger,22,33,147,1357,2446,339357,173365,34300,9419,1656,593,308,107,37,12,0
2023-07-07,8,Fishing,62,58,546,4088,6535,853378,216885,37885,8578,2082,673,429,204,79,20,5
2023-07-08,0,Not Available,64,24,419,2516,3825,493488,210274,17775,3023,613,217,129,36,9,2,0
2023-07-08,1,Other,88,33,163,2482,5003,710353,1787485,423553,77449,8163,2989,1722,584,381,168,20
2023-07-08,2,Tanker,66,60,468,3172,5042,676541,107848,18304,3913,734,291,189,157,181,66,7
2023-07-08,3,Military,0,0,6,42,61,8812,6618,852,69,4,0,1,0,1,0,0
2023-07-08,4,Pleasure Craft,31,12,149,1003,1491,195772,111498,10668,1661,315,115,76,20,8,0,0
2023-07-08,5,Tug Tow,98,114,1924,13681,22110,2934491,260185,29082,6273,1193,526,339,164,54,11,1
2023-07-08,6,Cargo,4,7,66,451,779,101681,17294,2743,457,69,33,22,12,5,3,0
2023-07-08,7,Passenger,10,13,132,1184,2264,303362,162467,31176,8198,1487,673,359,101,32,13,4
2023-07-08,8,Fishing,48,41,566,3888,6602,866382,217791,37656,8620,1418,592,375,169,82,39,3
2023-07-09,0,Not Available,106,18,383,2404,3637,442678,209415,17186,3216,703,194,112,42,10,2,0
2023-07-09,1,Other,93,26,166,2211,4687,675024,1770681,418634,77267,8389,2903,1417,480,336,154,18
2023-07-09,2,Tanker,58,57,437,2873,4782,640718,108119,18046,4243,755,282,192,162,190,54,6
2023-07-09,3,Military,0,0,3,40,44,6564,6573,867,91,5,0,1,0,0,0,0
2023-07-09,4,Pleasure Craft,37,13,158,949,1428,182533,113368,11507,2047,343,118,64,14,4,0,0
2023-07-09,5,Tug Tow,120,100,1910,13228,21236,2875138,259273,28001,7416,1209,504,322,122,59,22,5
2023-07-09,6,Cargo,10,4,49,451,714,99291,16329,2889,560,82,39,27,10,9,1,1
2023-07-09,7,Passenger,23,12,137,1135,2055,288186,156237,29825,7952,1399,575,328,107,20,9,0
2023-07-09,8,Fishing,53,53,537,3809,6060,812047,216018,37787,9526,1500,617,393,155,93,31,2
2023-07-10,0,Not Available,48,36,341,1931,3091,428194,207730,17437,2588,506,862,114,47,11,5,1
2023-07-10,1,Other,65,33,131,1508,3089,462811,1674804,390661,67886,7070,5679,1253,395,205,101,23
2023-07-10,2,Tanker,46,68,462,2716,4366,612985,105221,17448,3420,585,745,178,138,116,45,7
2023-07-10,3,Military,0,0,3,30,52,5921,6843,987,93,13,13,2,1,1,0,0
2023-07-10,4,Pleasure Craft,24,6,126,776,1177,167344,106183,10695,1791,380,577,91,27,3,4,1
2023-07-10,5,Tug Tow,117,105,1718,12195,19788,2809279,256279,27928,6516,1241,3731,369,164,41,15,2
2023-07-10,6,Cargo,5,4,67,420,674,102255,16117,3000,397,69,141,17,10,8,3,0
2023-07-10,7,Passenger,17,14,108,1078,2037,287257,151172,28876,7076,1074,804,281,113,45,10,4
2023-07-10,8,Fishing,35,55,452,3573,5826,824886,210751,36375,7931,1323,1833,407,167,71,26,11
2023-07-11,0,Not Available,116,28,397,2406,3878,469082,221034,16828,2755,602,219,112,51,11,11,0
2023-07-11,1,Other,127,31,131,1725,3774,517657,1723549,400154,69584,7242,2612,1232,385,185,87,29
2023-07-11,2,Tanker,89,96,478,3109,4778,636048,103960,17009,3616,732,314,216,148,130,45,4
2023-07-11,3,Military,2,0,8,38,70,9223,7344,917,88,19,7,8,3,1,1,0
2023-07-11,4,Pleasure Craft,26,10,156,1001,1491,189791,109908,10607,1794,390,157,101,27,6,2,0
2023-07-11,5,Tug Tow,124,108,2116,14939,21840,3002494,269024,28692,6126,1282,557,426,167,58,13,3
2023-07-11,6,Cargo,9,7,66,534,816,111932,17708,2895,532,98,48,27,16,6,3,1
2023-07-11,7,Passenger,29,9,140,1331,2353,323133,166308,30785,7242,1176,467,268,94,40,17,1
2023-07-11,8,Fishing,60,72,636,4331,6802,910582,234227,38150,8479,1444,624,421,157,71,23,3
2023-07-12,0,Not Available,97,20,456,2548,3995,488335,215216,18022,2857,598,205,131,41,12,5,0
2023-07-12,1,Other,101,30,151,2029,4108,576557,1720235,413950,74012,7621,2520,1261,471,232,99,38
2023-07-12,2,Tanker,81,64,474,3010,4960,637292,103624,18037,3990,764,320,201,148,146,38,8
2023-07-12,3,Military,2,1,7,44,94,10439,7277,1124,122,6,7,4,1,1,0,0
2023-07-12,4,Pleasure Craft,39,14,180,1074,1722,211003,111111,11462,1738,341,122,79,27,8,2,0
2023-07-12,5,Tug Tow,177,103,1948,14770,22954,3016376,261871,30186,6526,1283,592,383,158,52,17,1
2023-07-12,6,Cargo,17,12,75,567,881,115532,18606,3273,684,134,42,31,10,6,2,1
2023-07-12,7,Passenger,24,22,153,1345,2684,354068,177617,32411,7289,1082,458,285,111,26,7,4
2023-07-12,8,Fishing,67,79,620,4350,6914,899163,235952,39157,9041,1603,673,428,179,90,22,5
2023-07-13,0,Not Available,52,19,383,2418,3618,493491,212561,19256,3126,570,270,152,48,21,4,0
2023-07-13,1,Other,63,43,159,2029,4029,583177,1674331,420186,80496,8199,2844,1292,485,247,131,26
2023-07-13,2,Tanker,41,71,471,2973,4689,645608,104599,18298,4173,726,309,196,158,151,67,11
2023-07-13,3,Military,0,0,9,44,56,8204,7791,1005,84,11,3,4,3,2,0,0
2023-07-13,4,Pleasure Craft,13,5,166,1069,1528,211736,112385,11424,1880,351,184,102,41,9,2,1
2023-07-13,5,Tug Tow,147,111,2028,13863,21442,2941745,269480,32416,6714,1158,545,353,184,60,16,2
2023-07-13,6,Cargo,6,7,67,516,774,111580,16953,2938,497,99,57,31,21,9,1,1
2023-07-13,7,Passenger,20,16,143,1384,2570,371007,186345,36227,8551,1264,499,304,98,29,9,0
2023-07-13,8,Fishing,45,61,594,4171,6297,890352,223791,40035,9485,1541,764,418,205,83,28,7
2023-07-14,0,Not Available,53,17,422,2305,3633,479618,222758,17341,3028,552,240,139,74,27,9,1
2023-07-14,1,Other,69,32,129,1891,3938,557234,1726387,408522,72936,7857,2751,1495,517,274,128,35
2023-07-14,2,Tanker,49,50,471,3086,4851,661077,106845,17677,3904,626,292,204,151,159,72,16
2023-07-14,3,Military,0,0,6,36,60,7499,7933,983,62,7,6,4,2,0,1,0
2023-07-14,4,Pleasure Craft,18,13,167,999,1500,202420,105446,10688,2074,405,207,133,37,22,8,1
2023-07-14,5,Tug Tow,115,122,1982,14138,22483,2967393,267940,31015,7413,1353,595,370,166,66,10,2
2023-07-14,6,Cargo,6,5,67,469,816,109166,17110,2693,494,100,53,29,13,12,4,1
2023-07-14,7,Passenger,20,14,150,1307,2328,328234,180331,34285,8475,1400,581,369,112,42,15,2
2023-07-14,8,Fishing,34,58,577,3883,6421,862325,227814,39320,8721,1608,633,411,154,112,34,13
2023-07-15,0,Not Available,76,32,460,2483,3991,511076,221065,20251,3612,795,387,230,95,33,7,2
2023-07-15,1,Other,88,23,137,2255,4986,712645,1775819,423393,75061,8025,2874,1525,536,326,162,32
2023-07-15,2,Tanker,50,65,504,3042,5115,677141,107203,18360,4257,711,281,188,148,189,76,10
2023-07-15,3,Military,1,0,6,32,59,6806,7525,1012,73,7,4,0,2,0,1,0
2023-07-15,4,Pleasure Craft,31,6,156,1101,1788,229949,106040,12200,2353,450,227,133,50,15,7,0
2023-07-15,5,Tug Tow,145,107,2011,13987,21443,2898852,267095,31032,6616,1187,553,365,136,78,29,4
